Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
23,No,Strategic Planning,Operations Analyst,Human Resources,4,10,3,2,4,Married,7255,1,No,Travel_Rarely,4,17,3,2,5,2,2,1,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
31,No,Strategic Planning,HR Business Partner,Psychology,2,12,2,2,4,Single,8954,1,Yes,Non-Travel,4,13,1,6,13,6,2,5,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
33,No,Human Resources,Operations Analyst,Psychology,4,1,3,3,3,Single,9041,0,No,Travel_Rarely,3,14,2,3,13,1,2,2,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
40,No,Human Resources,HR Business Partner,Business Admin,4,6,4,1,3,Married,6823,4,No,Travel_Rarely,3,20,1,0,3,0,0,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
47,Yes,Human Resources,Talent Acquisition Lead,Psychology,3,4,3,1,2,Single,6648,1,No,Non-Travel,3,13,3,0,2,0,0,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
40,No,Strategic Planning,Talent Acquisition Lead,Human Resources,3,10,3,2,3,Married,7248,1,Yes,Travel_Rarely,3,19,2,0,3,0,0,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
33,No,Human Resources,HR Business Partner,Psychology,3,2,3,3,3,Divorced,10253,5,No,Non-Travel,3,13,3,1,15,1,0,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
21,Yes,Human Resources,Operations Analyst,Psychology,3,1,1,3,1,Single,7187,2,No,Travel_Rarely,3,19,5,1,3,0,1,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
39,No,Strategic Planning,HR Business Partner,Business Admin,4,1,3,3,3,Married,8854,1,No,Non-Travel,3,13,1,10,11,9,1,7,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
35,No,Shared Services,HR Business Partner,Business Admin,4,23,3,3,3,Divorced,7993,4,No,Travel_Rarely,3,16,1,1,8,0,1,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
46,No,Shared Services,Operations Analyst,Human Resources,3,11,3,4,3,Married,6834,1,No,Travel_Rarely,3,25,2,0,2,0,0,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
33,No,Human Resources,HR Business Partner,Psychology,2,5,1,2,1,Single,9084,1,No,Non-Travel,3,12,1,2,11,1,2,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
40,No,Strategic Planning,HR Business Partner,Business Admin,2,1,3,3,4,Single,7385,5,No,Non-Travel,3,18,5,6,7,2,5,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
23,No,Shared Services,HR Business Partner,Psychology,2,10,2,3,2,Divorced,7421,2,No,Non-Travel,3,12,1,0,5,0,0,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
37,No,Shared Services,HR Business Partner,Business Admin,2,10,2,2,2,Divorced,8036,7,No,Travel_Rarely,3,25,1,4,11,3,2,1,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
49,No,Shared Services,Operations Analyst,Business Admin,3,11,1,4,1,Married,6907,1,No,Non-Travel,3,22,3,5,5,2,0,4,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
44,No,Strategic Planning,Talent Acquisition Lead,Psychology,3,1,1,3,3,Divorced,8381,6,No,Non-Travel,3,18,5,5,9,2,4,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
31,No,Human Resources,Operations Analyst,Human Resources,2,1,3,3,2,Single,6851,0,No,Travel_Rarely,3,12,2,1,1,1,0,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
28,Yes,Shared Services,Operations Analyst,Business Admin,3,2,4,2,1,Married,8496,4,No,Travel_Rarely,3,23,3,5,10,5,0,3,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
36,No,Shared Services,Operations Analyst,Human Resources,3,8,3,3,4,Married,6966,2,No,Non-Travel,4,12,4,3,4,0,3,2,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
33,No,Strategic Planning,Operations Analyst,Business Admin,1,23,3,1,2,Married,7539,3,No,Travel_Rarely,3,15,3,4,8,3,3,2,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
48,Yes,Strategic Planning,Talent Acquisition Lead,Business Admin,3,7,4,3,1,Married,7862,3,Yes,Travel_Rarely,3,15,4,9,10,2,2,0,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
40,Yes,Human Resources,Talent Acquisition Lead,Business Admin,4,1,2,3,4,Single,9017,1,Yes,Non-Travel,3,14,5,4,11,2,1,3,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
29,No,Shared Services,HR Business Partner,Business Admin,4,3,3,4,3,Divorced,7893,3,No,Travel_Rarely,3,17,5,0,6,0,0,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
35,No,Human Resources,Operations Analyst,Psychology,4,1,1,2,3,Divorced,7610,2,No,Travel_Rarely,4,25,4,2,6,1,1,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
30,No,Shared Services,HR Business Partner,Business Admin,5,12,4,4,2,Single,6178,2,No,Travel_Rarely,3,25,3,0,0,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
30,No,Strategic Planning,Talent Acquisition Lead,Business Admin,5,2,1,2,4,Single,8368,4,No,Travel_Rarely,3,16,5,6,9,4,1,4,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
43,No,Shared Services,HR Business Partner,Business Admin,3,1,1,1,3,Divorced,9998,3,No,Non-Travel,3,12,3,8,15,6,1,4,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
31,No,Strategic Planning,Talent Acquisition Lead,Psychology,5,6,4,3,2,Single,8379,1,No,Travel_Rarely,3,21,2,8,8,4,2,3,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
34,No,Strategic Planning,HR Business Partner,Psychology,3,16,3,3,3,Divorced,6072,1,No,Non-Travel,4,20,3,0,0,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
29,No,Human Resources,HR Business Partner,Human Resources,1,3,3,2,3,Single,8336,2,No,Non-Travel,3,12,5,4,7,3,0,3,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
32,No,Human Resources,Talent Acquisition Lead,Human Resources,3,2,3,2,3,Married,8568,0,Yes,Non-Travel,3,18,2,2,10,2,1,1,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
36,No,Strategic Planning,Operations Analyst,Business Admin,3,1,3,3,3,Single,6746,2,No,Travel_Rarely,3,20,2,1,1,0,1,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
41,No,Shared Services,Talent Acquisition Lead,Business Admin,3,1,3,4,1,Single,7786,2,Yes,Travel_Rarely,3,21,2,0,6,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
38,Yes,Strategic Planning,Operations Analyst,Business Admin,4,11,3,4,4,Married,8444,1,No,Travel_Rarely,3,14,2,3,13,2,3,2,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
47,No,Shared Services,Operations Analyst,Human Resources,4,11,2,3,3,Single,8423,1,No,Non-Travel,3,12,5,8,9,8,0,6,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
43,Yes,Strategic Planning,Talent Acquisition Lead,Human Resources,3,2,3,4,3,Single,10463,5,No,Travel_Rarely,3,25,3,1,17,1,1,0,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
31,Yes,Shared Services,Operations Analyst,Business Admin,3,20,1,2,1,Married,8300,5,Yes,Travel_Rarely,3,18,4,6,7,4,0,3,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
42,Yes,Human Resources,HR Business Partner,Business Admin,1,2,4,1,1,Divorced,7406,6,No,Travel_Rarely,3,20,3,4,5,4,1,1,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
45,Yes,Human Resources,Operations Analyst,Psychology,5,2,1,3,4,Divorced,6918,5,Yes,Travel_Rarely,3,17,1,0,2,0,0,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
51,Yes,Shared Services,Talent Acquisition Lead,Human Resources,1,5,4,3,1,Married,6619,3,Yes,Non-Travel,3,16,4,1,3,1,0,1,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
32,No,Strategic Planning,Talent Acquisition Lead,Human Resources,2,6,3,1,3,Married,9646,3,No,Travel_Rarely,3,23,1,1,14,1,1,1,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
46,No,Human Resources,Talent Acquisition Lead,Human Resources,2,1,4,3,4,Single,7335,3,No,Non-Travel,3,23,1,1,4,0,0,1,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
29,No,Strategic Planning,Operations Analyst,Psychology,1,1,3,4,3,Single,7228,3,No,Travel_Rarely,4,14,5,4,5,1,2,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
36,Yes,Human Resources,HR Business Partner,Psychology,3,7,1,4,1,Single,9575,8,No,Travel_Rarely,3,14,5,2,18,2,2,1,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
37,No,Human Resources,HR Business Partner,Psychology,3,1,4,3,1,Divorced,7282,4,No,Travel_Rarely,3,22,4,2,4,0,2,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
33,No,Shared Services,HR Business Partner,Business Admin,2,9,1,3,2,Married,8551,1,No,Non-Travel,3,25,3,9,9,4,0,2,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
21,Yes,Shared Services,Operations Analyst,Human Resources,2,14,2,3,3,Divorced,6618,3,No,Travel_Rarely,3,12,4,1,2,1,1,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
26,Yes,Human Resources,Talent Acquisition Lead,Psychology,4,41,3,3,3,Divorced,6973,4,Yes,Non-Travel,3,15,5,0,3,0,0,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
39,No,Strategic Planning,HR Business Partner,Human Resources,3,29,1,2,1,Single,6988,5,No,Travel_Rarely,3,25,1,0,3,0,0,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
36,No,Strategic Planning,Talent Acquisition Lead,Business Admin,4,17,4,3,3,Divorced,8187,2,No,Travel_Rarely,3,13,1,1,7,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
35,Yes,Strategic Planning,Talent Acquisition Lead,Human Resources,5,1,2,4,1,Divorced,7287,5,No,Travel_Rarely,4,12,3,0,3,0,0,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
49,No,Human Resources,Talent Acquisition Lead,Psychology,5,25,2,1,3,Single,7018,4,No,Travel_Rarely,3,17,5,2,4,0,0,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
27,Yes,Human Resources,HR Business Partner,Psychology,4,3,4,2,4,Divorced,8048,3,Yes,Travel_Rarely,3,15,3,5,9,3,5,1,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
36,Yes,Human Resources,HR Business Partner,Human Resources,3,8,1,1,1,Divorced,8877,3,No,Travel_Rarely,3,17,2,7,14,2,1,3,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
41,No,Strategic Planning,Talent Acquisition Lead,Business Admin,4,3,1,3,3,Divorced,7602,4,Yes,Travel_Rarely,3,12,2,0,4,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
45,Yes,Shared Services,Operations Analyst,Psychology,3,3,3,3,3,Divorced,7881,3,No,Travel_Rarely,3,20,5,10,10,3,6,2,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
41,No,Strategic Planning,Operations Analyst,Human Resources,5,2,3,1,3,Divorced,6561,1,No,Travel_Rarely,3,25,5,0,1,0,0,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
46,Yes,Human Resources,HR Business Partner,Human Resources,3,1,3,3,4,Single,7768,3,No,Travel_Rarely,3,21,5,6,6,5,3,3,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
37,No,Strategic Planning,Operations Analyst,Business Admin,3,7,3,4,4,Single,9719,3,Yes,Travel_Rarely,3,13,3,9,14,5,2,4,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
32,No,Strategic Planning,Operations Analyst,Business Admin,4,14,3,4,3,Divorced,6562,3,Yes,Travel_Rarely,3,14,1,2,2,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
51,No,Strategic Planning,Talent Acquisition Lead,Human Resources,3,9,2,2,3,Married,7459,2,No,Travel_Rarely,3,19,2,0,5,0,0,0,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
49,Yes,Strategic Planning,Talent Acquisition Lead,Business Admin,3,14,4,1,2,Divorced,9962,0,Yes,Non-Travel,3,24,3,4,18,0,0,3,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
49,No,Human Resources,Talent Acquisition Lead,Business Admin,4,7,3,3,4,Married,8548,1,Yes,Non-Travel,3,13,1,4,8,4,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
31,No,Strategic Planning,Operations Analyst,Psychology,3,7,3,4,3,Married,7462,3,No,Non-Travel,4,17,1,8,8,5,5,1,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
40,No,Human Resources,Operations Analyst,Business Admin,2,11,1,3,4,Single,6538,1,No,Travel_Rarely,4,11,1,0,0,0,0,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
30,Yes,Human Resources,HR Business Partner,Psychology,2,11,3,1,3,Divorced,7295,0,No,Non-Travel,3,17,3,0,7,0,0,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
48,No,Strategic Planning,Operations Analyst,Psychology,4,1,4,2,2,Married,10027,2,Yes,Travel_Rarely,3,25,2,7,16,2,1,2,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
35,Yes,Strategic Planning,Talent Acquisition Lead,Business Admin,4,12,2,4,2,Married,10111,3,No,Non-Travel,3,17,5,13,16,7,3,5,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
42,No,Human Resources,Talent Acquisition Lead,Psychology,3,7,2,3,2,Married,8216,1,No,Non-Travel,3,20,2,4,10,0,2,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
43,No,Human Resources,Operations Analyst,Human Resources,3,14,4,3,2,Single,6247,1,Yes,Non-Travel,3,11,1,0,0,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
26,No,Strategic Planning,HR Business Partner,Human Resources,2,1,4,3,4,Married,8016,3,No,Non-Travel,3,19,5,4,6,1,4,2,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
34,No,Strategic Planning,Talent Acquisition Lead,Business Admin,2,1,4,1,1,Married,9348,3,No,Non-Travel,3,18,2,12,13,8,1,6,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
30,No,Strategic Planning,Operations Analyst,Psychology,2,6,4,3,3,Married,8850,4,Yes,Non-Travel,3,13,3,7,12,3,5,3,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
35,No,Shared Services,HR Business Partner,Human Resources,3,1,4,4,4,Divorced,10189,5,Yes,Travel_Rarely,3,16,4,2,17,2,0,1,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
36,No,Shared Services,HR Business Partner,Business Admin,4,3,3,4,3,Divorced,7653,3,No,Non-Travel,3,19,5,0,7,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
56,No,Shared Services,HR Business Partner,Psychology,2,10,1,3,3,Married,7451,3,Yes,Non-Travel,3,18,3,8,8,5,0,5,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
35,No,Strategic Planning,Talent Acquisition Lead,Psychology,3,9,3,3,3,Divorced,6579,0,No,Non-Travel,3,16,2,1,1,0,1,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
24,No,Shared Services,Operations Analyst,Business Admin,4,7,1,3,4,Married,6296,0,No,Non-Travel,3,11,4,0,1,0,0,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
29,No,Strategic Planning,Operations Analyst,Psychology,3,9,3,4,4,Divorced,7829,6,Yes,Travel_Rarely,3,24,3,1,7,1,0,0,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
45,No,Strategic Planning,HR Business Partner,Human Resources,1,1,3,3,3,Married,6696,3,No,Non-Travel,3,25,5,1,1,0,1,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
36,Yes,Shared Services,Talent Acquisition Lead,Business Admin,3,2,2,3,1,Married,7787,5,Yes,Non-Travel,3,12,5,0,8,0,0,0,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
43,No,Strategic Planning,Talent Acquisition Lead,Human Resources,5,5,2,3,2,Married,6756,6,No,Non-Travel,3,16,5,0,4,0,0,0,Hybrid Corporate Enterprise,Clear enterprise benefits and annual performance reviews.
26,No,Human Resources,HR Business Partner,Human Resources,3,5,2,3,1,Single,8612,4,No,Non-Travel,3,15,4,2,8,2,2,1,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
44,Yes,Strategic Planning,Talent Acquisition Lead,Psychology,3,1,2,3,4,Divorced,8942,2,No,Non-Travel,3,16,3,8,11,6,0,4,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
59,Yes,Shared Services,HR Business Partner,Psychology,2,1,4,2,3,Single,8915,4,No,Non-Travel,3,16,4,1,13,1,1,0,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
47,Yes,Human Resources,HR Business Partner,Business Admin,3,1,2,3,3,Single,9716,1,No,Non-Travel,3,24,1,4,13,3,4,2,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
41,Yes,Human Resources,Talent Acquisition Lead,Psychology,4,5,2,2,1,Married,7360,4,No,Non-Travel,3,16,3,1,4,0,1,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
43,No,Human Resources,Talent Acquisition Lead,Business Admin,3,1,2,3,3,Single,8802,1,No,Travel_Rarely,3,12,1,11,15,6,1,4,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
52,Yes,Strategic Planning,HR Business Partner,Business Admin,3,1,2,3,2,Married,7204,2,Yes,Travel_Rarely,3,24,4,4,5,3,1,4,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
38,No,Strategic Planning,HR Business Partner,Business Admin,5,1,1,4,3,Divorced,6384,1,No,Non-Travel,3,13,4,1,1,1,1,1,Hybrid Corporate Enterprise,Balanced 3-days in-office / 2-days remote arrangement.
24,No,Strategic Planning,Operations Analyst,Human Resources,4,1,1,1,4,Single,8092,0,No,Non-Travel,3,19,5,1,6,1,0,0,Hybrid Corporate Enterprise,Return-to-office mandates causing commute resentment.
35,No,Human Resources,HR Business Partner,Psychology,5,3,1,2,4,Divorced,6796,2,Yes,Non-Travel,3,24,5,0,2,0,0,0,Hybrid Corporate Enterprise,Hybrid parity issues where in-office staff get promoted faster.
40,No,Shared Services,Operations Analyst,Human Resources,4,9,3,3,4,Single,8133,3,No,Non-Travel,3,16,3,6,10,6,0,3,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
43,No,Strategic Planning,HR Business Partner,Psychology,3,10,1,3,2,Divorced,7477,1,No,Non-Travel,4,19,2,1,7,0,1,0,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
38,No,Human Resources,Talent Acquisition Lead,Business Admin,5,5,1,3,2,Married,9139,3,Yes,Non-Travel,4,19,5,2,11,2,2,1,Hybrid Corporate Enterprise,Modern headquarters with collaborative breakout spaces.
31,No,Human Resources,Talent Acquisition Lead,Business Admin,5,2,3,2,2,Divorced,6843,3,No,Non-Travel,3,23,5,4,4,0,0,0,Hybrid Corporate Enterprise,Endless Zoom meetings while physically sitting in the office.
