Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
37,Yes,Policy Research,Program Analyst,Political Science,5,19,1,3,2,Single,5695,4,No,Travel_Rarely,4,16,2,0,5,0,0,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
29,No,Public Administration,Civil Officer,Political Science,4,14,1,3,3,Married,5536,1,No,Travel_Rarely,3,20,1,1,3,0,1,1,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
29,No,Public Administration,Policy Coordinator,Economics,3,11,4,3,4,Single,6853,5,No,Travel_Rarely,3,14,4,2,10,0,2,1,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
32,No,Policy Research,Policy Coordinator,Public Administration,2,1,3,3,2,Married,5442,3,Yes,Travel_Rarely,3,11,5,0,1,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
46,No,Policy Research,Policy Coordinator,Public Administration,4,21,1,3,1,Divorced,5569,2,No,Travel_Rarely,3,17,3,1,3,1,1,1,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
30,No,Policy Research,Program Analyst,Political Science,3,1,2,3,2,Single,6858,1,No,Non-Travel,4,25,2,10,11,6,2,3,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
24,Yes,Civil Services,Civil Officer,Public Administration,5,9,3,2,2,Married,5100,2,No,Non-Travel,3,15,3,0,0,0,0,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
42,No,Policy Research,Policy Coordinator,Public Administration,4,6,1,4,3,Married,6825,4,Yes,Non-Travel,3,20,4,5,13,1,2,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
33,No,Civil Services,Civil Officer,Economics,3,5,1,2,1,Married,5405,3,No,Travel_Rarely,3,21,5,2,3,0,2,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
29,No,Public Administration,Program Analyst,Political Science,4,6,2,2,3,Divorced,5895,3,No,Non-Travel,4,11,4,0,5,0,0,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
31,No,Policy Research,Grants Manager,Economics,3,5,4,4,4,Divorced,5364,3,No,Non-Travel,4,11,1,1,2,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
31,No,Public Administration,Policy Coordinator,Political Science,3,3,3,3,2,Divorced,5539,2,No,Non-Travel,3,19,5,2,2,0,1,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
43,No,Civil Services,Program Analyst,Public Administration,2,5,4,2,4,Married,6948,1,No,Non-Travel,3,21,2,5,14,1,1,3,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
27,Yes,Public Administration,Grants Manager,Economics,3,10,4,2,1,Married,6474,2,No,Travel_Rarely,3,20,3,7,9,1,1,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
54,No,Policy Research,Civil Officer,Public Administration,4,11,4,3,2,Divorced,5790,3,No,Travel_Rarely,3,22,1,3,5,0,0,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
40,No,Civil Services,Policy Coordinator,Political Science,3,13,2,3,2,Single,5943,3,No,Travel_Rarely,3,21,1,6,8,5,0,4,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
40,Yes,Policy Research,Policy Coordinator,Public Administration,3,2,3,2,2,Divorced,6601,1,Yes,Travel_Rarely,3,16,3,7,8,6,5,5,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
35,Yes,Policy Research,Policy Coordinator,Political Science,3,1,2,2,3,Married,5868,3,Yes,Non-Travel,4,14,2,1,4,1,1,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
34,No,Public Administration,Program Analyst,Political Science,3,26,3,1,3,Divorced,7485,3,No,Travel_Rarely,3,15,5,1,14,0,1,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
40,No,Civil Services,Policy Coordinator,Economics,4,13,3,4,2,Divorced,6438,0,No,Non-Travel,3,19,5,5,12,2,0,3,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
27,No,Civil Services,Civil Officer,Economics,4,7,3,3,4,Married,6323,1,No,Travel_Rarely,3,15,5,5,9,4,1,3,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
38,No,Policy Research,Grants Manager,Political Science,5,2,3,4,2,Single,7325,3,No,Travel_Rarely,4,16,5,11,15,7,1,7,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
45,Yes,Civil Services,Program Analyst,Political Science,4,14,4,4,3,Divorced,5756,1,Yes,Non-Travel,4,15,2,7,7,5,0,2,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
35,No,Civil Services,Civil Officer,Economics,2,4,1,3,1,Married,5312,1,No,Non-Travel,4,14,3,1,1,0,1,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
35,No,Public Administration,Grants Manager,Political Science,2,4,3,3,2,Single,5713,3,No,Non-Travel,3,23,5,2,4,1,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
43,No,Policy Research,Program Analyst,Political Science,4,1,2,4,3,Divorced,7174,2,No,Non-Travel,3,11,3,18,19,13,3,12,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
30,No,Policy Research,Policy Coordinator,Public Administration,4,13,2,2,2,Divorced,6294,3,No,Travel_Rarely,3,12,5,7,12,3,4,3,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
48,No,Public Administration,Civil Officer,Public Administration,3,29,1,3,1,Single,5385,5,Yes,Non-Travel,3,21,2,1,4,0,1,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
40,Yes,Public Administration,Program Analyst,Public Administration,3,8,2,4,1,Married,5242,2,No,Travel_Rarely,3,18,4,1,2,0,1,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
32,Yes,Policy Research,Grants Manager,Economics,4,6,3,1,2,Single,5370,1,No,Travel_Rarely,3,20,2,0,4,0,0,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
45,Yes,Policy Research,Program Analyst,Political Science,3,13,1,3,2,Married,5438,1,No,Non-Travel,3,13,2,2,3,1,0,2,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
21,Yes,Public Administration,Civil Officer,Public Administration,4,23,2,2,3,Divorced,5500,3,Yes,Travel_Rarely,3,21,5,1,3,1,1,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
29,Yes,Public Administration,Civil Officer,Public Administration,3,8,4,4,3,Single,6215,4,Yes,Travel_Rarely,3,23,5,7,9,3,0,1,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
44,No,Civil Services,Policy Coordinator,Economics,4,1,2,4,3,Single,5513,1,No,Travel_Rarely,3,16,3,2,2,0,2,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
43,Yes,Public Administration,Program Analyst,Political Science,1,12,2,3,4,Divorced,6901,2,No,Non-Travel,3,22,2,2,10,1,0,1,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
42,Yes,Policy Research,Grants Manager,Public Administration,2,15,3,3,3,Married,8967,1,No,Travel_Rarely,3,23,5,5,24,4,5,4,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
31,Yes,Civil Services,Program Analyst,Public Administration,3,5,2,3,3,Single,6074,6,No,Non-Travel,3,21,1,4,8,2,3,2,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
50,No,Civil Services,Civil Officer,Economics,4,3,3,4,3,Married,6394,4,No,Non-Travel,3,18,4,3,9,3,0,3,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
40,Yes,Policy Research,Grants Manager,Economics,5,4,3,2,2,Married,4998,1,No,Non-Travel,3,23,3,0,0,0,0,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
38,Yes,Public Administration,Program Analyst,Economics,2,11,3,3,4,Single,5146,1,No,Non-Travel,3,21,3,0,0,0,0,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
35,No,Civil Services,Program Analyst,Public Administration,3,3,2,3,1,Single,5879,2,No,Non-Travel,3,17,4,0,4,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
24,No,Public Administration,Policy Coordinator,Economics,3,26,3,3,3,Divorced,5722,2,No,Non-Travel,3,16,3,1,3,0,0,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
21,No,Civil Services,Civil Officer,Economics,1,4,2,3,3,Married,5353,0,No,Non-Travel,3,21,5,1,3,0,1,1,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
47,No,Public Administration,Grants Manager,Political Science,2,1,2,2,1,Divorced,6012,4,No,Travel_Rarely,3,21,2,4,8,3,0,3,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
24,No,Policy Research,Grants Manager,Political Science,5,5,4,3,3,Divorced,5648,0,Yes,Travel_Rarely,3,19,4,4,6,0,1,1,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
39,No,Policy Research,Policy Coordinator,Economics,2,2,3,4,3,Single,5845,2,No,Travel_Rarely,3,25,3,5,7,2,3,3,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
33,Yes,Civil Services,Grants Manager,Economics,4,7,3,3,1,Divorced,5637,2,No,Non-Travel,3,17,3,0,4,0,0,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
30,No,Public Administration,Policy Coordinator,Political Science,3,23,3,4,4,Divorced,5370,3,No,Non-Travel,3,18,1,0,3,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
31,No,Policy Research,Policy Coordinator,Public Administration,3,7,3,3,1,Married,5714,2,No,Non-Travel,3,14,3,4,6,3,0,2,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
36,Yes,Public Administration,Grants Manager,Political Science,4,3,1,1,3,Divorced,6561,4,No,Non-Travel,3,19,3,9,13,4,1,4,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
23,No,Policy Research,Civil Officer,Economics,3,14,1,3,3,Divorced,5894,0,Yes,Non-Travel,3,18,1,0,5,0,0,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
40,Yes,Policy Research,Grants Manager,Economics,4,10,1,4,1,Single,5718,4,No,Travel_Rarely,4,20,1,3,3,0,1,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
40,No,Public Administration,Policy Coordinator,Economics,3,1,4,3,4,Divorced,8380,1,No,Non-Travel,3,12,3,17,22,10,1,8,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
39,No,Civil Services,Grants Manager,Public Administration,3,13,3,4,1,Single,5881,1,No,Travel_Rarely,3,25,1,6,6,1,0,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
25,No,Public Administration,Civil Officer,Public Administration,2,4,1,2,4,Married,5168,4,No,Travel_Rarely,3,13,3,0,0,0,0,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
23,No,Policy Research,Civil Officer,Political Science,5,19,2,4,2,Divorced,5461,2,No,Non-Travel,3,19,3,0,2,0,0,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
42,No,Policy Research,Program Analyst,Economics,2,1,3,4,3,Single,5447,2,No,Non-Travel,3,20,2,0,2,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
33,Yes,Policy Research,Program Analyst,Political Science,2,1,1,4,3,Married,6325,3,No,Travel_Rarely,4,15,2,0,10,0,0,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
39,Yes,Policy Research,Civil Officer,Public Administration,3,36,3,3,4,Married,7402,1,No,Non-Travel,3,12,4,19,21,16,3,12,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
32,No,Policy Research,Policy Coordinator,Economics,3,2,2,4,3,Married,6137,2,No,Non-Travel,3,12,5,3,7,1,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
48,Yes,Public Administration,Civil Officer,Economics,5,4,4,3,2,Married,7044,5,No,Non-Travel,3,12,4,3,16,1,2,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
46,No,Public Administration,Grants Manager,Political Science,3,22,2,3,2,Divorced,6812,1,No,Travel_Rarely,4,18,1,1,11,1,0,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
27,No,Civil Services,Grants Manager,Political Science,3,25,3,3,3,Single,5961,1,No,Travel_Rarely,3,12,5,4,4,3,1,4,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
30,No,Public Administration,Grants Manager,Political Science,4,1,3,4,2,Divorced,6604,2,No,Non-Travel,3,19,5,4,12,2,1,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
47,No,Policy Research,Policy Coordinator,Public Administration,5,11,4,4,3,Single,6142,1,No,Travel_Rarely,3,11,4,5,9,0,5,1,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
38,No,Public Administration,Program Analyst,Public Administration,4,5,4,1,2,Married,6024,2,No,Travel_Rarely,3,21,4,7,7,4,4,3,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
41,No,Civil Services,Civil Officer,Public Administration,3,2,1,4,3,Single,6142,1,No,Travel_Rarely,3,13,4,4,9,1,4,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
33,Yes,Civil Services,Policy Coordinator,Economics,3,11,4,1,4,Married,5185,1,Yes,Non-Travel,3,15,3,1,2,0,1,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
35,Yes,Public Administration,Program Analyst,Public Administration,4,5,1,3,1,Divorced,6854,4,Yes,Travel_Rarely,3,18,5,8,17,4,2,3,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
31,No,Public Administration,Program Analyst,Economics,3,3,2,3,2,Single,5300,3,No,Non-Travel,3,20,2,0,3,0,0,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
62,No,Policy Research,Program Analyst,Economics,3,1,4,3,3,Married,5674,3,No,Travel_Rarely,3,15,5,0,4,0,0,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
38,Yes,Public Administration,Grants Manager,Political Science,3,2,3,3,1,Divorced,5578,4,Yes,Non-Travel,3,21,2,0,2,0,0,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
30,No,Policy Research,Program Analyst,Political Science,3,4,4,1,4,Divorced,6204,3,No,Non-Travel,3,17,4,1,7,0,1,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
35,No,Policy Research,Program Analyst,Political Science,2,4,2,4,4,Single,5954,0,No,Non-Travel,3,12,2,0,4,0,0,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
43,No,Public Administration,Grants Manager,Public Administration,3,10,3,3,2,Married,6622,3,No,Non-Travel,3,22,2,0,10,0,0,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
26,Yes,Public Administration,Grants Manager,Public Administration,4,1,4,1,1,Divorced,6493,2,No,Non-Travel,3,16,3,2,8,2,0,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
37,No,Civil Services,Policy Coordinator,Public Administration,3,11,2,3,2,Married,6000,2,No,Travel_Rarely,3,17,3,2,5,0,1,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
38,No,Policy Research,Policy Coordinator,Public Administration,4,17,3,3,4,Married,6981,4,No,Travel_Rarely,3,12,4,11,11,4,5,4,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
44,No,Public Administration,Policy Coordinator,Public Administration,5,26,3,1,2,Divorced,5649,3,No,Travel_Rarely,3,25,1,6,6,6,0,6,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
51,No,Civil Services,Policy Coordinator,Economics,3,6,3,4,3,Divorced,7387,0,No,Non-Travel,3,23,4,5,17,4,1,2,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
43,No,Policy Research,Program Analyst,Economics,1,6,1,4,3,Divorced,5435,2,No,Non-Travel,3,16,4,1,3,0,1,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
43,No,Policy Research,Civil Officer,Political Science,3,5,3,4,2,Single,6682,1,Yes,Travel_Rarely,4,20,2,9,10,4,1,3,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
34,No,Policy Research,Program Analyst,Public Administration,4,5,2,3,3,Married,6685,3,No,Non-Travel,3,24,2,0,14,0,0,0,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
41,Yes,Public Administration,Policy Coordinator,Political Science,3,12,2,2,3,Divorced,5053,2,No,Travel_Rarely,4,25,1,0,1,0,0,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
33,No,Public Administration,Grants Manager,Political Science,4,45,3,3,1,Divorced,6372,1,Yes,Travel_Rarely,3,13,2,3,9,0,1,0,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
44,No,Public Administration,Program Analyst,Political Science,5,7,4,3,3,Married,7463,4,No,Travel_Rarely,3,16,1,8,16,5,4,2,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
47,No,Policy Research,Civil Officer,Public Administration,4,2,3,3,3,Married,5802,1,No,Travel_Rarely,3,16,2,0,7,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
31,No,Civil Services,Civil Officer,Economics,3,4,1,2,3,Divorced,5944,2,No,Non-Travel,3,15,4,2,5,2,0,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
34,No,Policy Research,Policy Coordinator,Economics,1,1,2,3,1,Single,7165,5,No,Travel_Rarely,3,14,5,3,12,3,1,3,Public Sector & Government Agencies,Predictable 9-to-5 working hours with zero weekend calls.
40,No,Civil Services,Program Analyst,Economics,4,1,2,3,2,Married,5960,3,No,Non-Travel,3,22,2,4,6,2,0,2,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
41,Yes,Policy Research,Grants Manager,Political Science,3,3,3,4,1,Single,7269,4,No,Non-Travel,4,11,1,5,14,1,0,3,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
30,No,Civil Services,Policy Coordinator,Public Administration,3,4,4,3,2,Single,6581,2,No,Travel_Rarely,3,22,2,2,10,1,2,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
33,No,Public Administration,Civil Officer,Economics,3,13,3,2,2,Divorced,6532,0,No,Travel_Rarely,4,24,3,3,14,2,0,2,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
33,Yes,Policy Research,Policy Coordinator,Public Administration,1,4,1,4,3,Married,6442,2,Yes,Travel_Rarely,3,11,1,1,9,0,1,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
22,No,Policy Research,Civil Officer,Political Science,2,12,3,4,3,Single,5481,6,No,Travel_Rarely,3,13,2,2,4,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
30,Yes,Public Administration,Civil Officer,Economics,3,17,3,2,4,Divorced,6362,4,No,Travel_Rarely,3,14,4,7,7,4,4,7,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
48,No,Public Administration,Policy Coordinator,Public Administration,4,6,2,2,3,Divorced,7523,2,No,Non-Travel,3,22,2,16,16,10,5,11,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
52,No,Civil Services,Grants Manager,Political Science,4,5,2,2,3,Married,5149,2,No,Travel_Rarely,3,24,4,2,2,2,0,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
40,No,Civil Services,Grants Manager,Economics,2,12,3,4,3,Divorced,5743,0,Yes,Travel_Rarely,3,20,2,4,6,0,0,2,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
21,Yes,Public Administration,Grants Manager,Public Administration,3,3,3,2,1,Single,5508,3,No,Travel_Rarely,3,22,2,1,3,0,1,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
32,No,Public Administration,Grants Manager,Economics,4,3,3,2,3,Single,5759,3,No,Non-Travel,3,11,4,3,5,3,3,0,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
34,Yes,Civil Services,Policy Coordinator,Economics,3,5,1,4,2,Divorced,7089,0,No,Travel_Rarely,3,13,4,13,16,6,0,3,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
38,Yes,Policy Research,Policy Coordinator,Economics,2,8,2,3,2,Divorced,6625,6,No,Travel_Rarely,4,13,4,6,11,1,2,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
42,Yes,Public Administration,Civil Officer,Political Science,3,1,1,4,2,Single,6274,1,No,Non-Travel,3,16,5,4,10,0,0,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
44,No,Civil Services,Program Analyst,Economics,3,6,3,3,2,Single,8848,2,No,Non-Travel,3,23,5,22,26,13,1,8,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
37,No,Policy Research,Policy Coordinator,Economics,3,19,3,3,3,Divorced,6157,0,No,Travel_Rarely,3,19,2,6,8,3,0,3,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
41,Yes,Public Administration,Grants Manager,Political Science,4,5,3,2,1,Married,5820,2,No,Travel_Rarely,3,15,5,4,8,2,1,1,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
39,Yes,Public Administration,Civil Officer,Political Science,3,5,4,1,1,Single,7652,1,No,Non-Travel,3,17,1,0,17,0,0,0,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
43,Yes,Policy Research,Policy Coordinator,Political Science,2,1,2,2,3,Divorced,7062,3,No,Travel_Rarely,3,19,1,11,11,6,2,6,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
41,No,Policy Research,Grants Manager,Political Science,5,4,4,3,3,Married,5451,5,No,Travel_Rarely,3,24,2,1,3,0,1,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
42,No,Civil Services,Program Analyst,Public Administration,2,9,3,4,3,Divorced,5529,2,No,Travel_Rarely,3,15,3,0,3,0,0,0,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
29,No,Public Administration,Grants Manager,Political Science,3,8,4,3,3,Married,6776,6,No,Travel_Rarely,3,25,2,3,11,0,1,1,Public Sector & Government Agencies,"Unmatched job stability, state pension, and job security."
35,Yes,Public Administration,Program Analyst,Economics,3,7,1,3,3,Married,5642,1,Yes,Travel_Rarely,3,16,3,1,5,0,1,0,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
31,No,Civil Services,Policy Coordinator,Economics,3,6,2,3,3,Single,7141,4,No,Non-Travel,4,16,5,11,13,8,0,6,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
21,Yes,Policy Research,Policy Coordinator,Political Science,4,3,4,1,1,Married,5530,2,No,Non-Travel,4,23,2,1,3,1,1,1,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
42,No,Public Administration,Grants Manager,Public Administration,2,4,3,2,2,Divorced,8073,4,No,Travel_Rarely,3,24,2,12,24,5,4,4,Public Sector & Government Agencies,Pay grades strictly capped regardless of individual merit.
36,No,Public Administration,Program Analyst,Public Administration,3,31,4,2,3,Divorced,5423,1,No,Travel_Rarely,4,22,5,3,3,1,3,2,Public Sector & Government Agencies,Glacial bureaucratic processes and rigid hierarchy.
38,No,Civil Services,Program Analyst,Public Administration,2,8,1,4,3,Divorced,6702,4,No,Travel_Rarely,3,24,1,11,13,5,6,5,Public Sector & Government Agencies,Mission to serve public citizens and civil welfare.
38,Yes,Civil Services,Program Analyst,Economics,3,4,1,3,3,Married,6843,3,No,Travel_Rarely,3,17,5,10,10,5,2,4,Public Sector & Government Agencies,Outdated technology systems and procurement bottlenecks.
