Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
47,No,Corporate Legal,Legal Counsel,Law,4,1,3,4,1,Single,9657,5,No,Non-Travel,3,25,5,0,0,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
45,No,Regulatory Affairs,Legal Counsel,Law,5,8,2,1,2,Single,13094,6,Yes,Travel_Rarely,3,15,1,1,7,1,1,1,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
32,Yes,Corporate Legal,Contracts Officer,Public Policy,3,6,3,3,4,Divorced,11274,2,No,Non-Travel,3,15,4,0,6,0,0,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
38,No,Compliance Audit,Compliance Analyst,Public Policy,4,23,2,2,3,Married,13055,6,No,Non-Travel,3,25,4,4,8,3,4,2,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
37,Yes,Compliance Audit,Compliance Analyst,Public Policy,3,15,2,4,2,Married,9745,2,No,Travel_Rarely,3,20,1,1,1,1,1,1,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
27,No,Corporate Legal,Compliance Analyst,Finance,3,9,4,3,4,Married,12923,4,No,Travel_Rarely,3,14,3,5,9,4,2,2,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
47,No,Corporate Legal,Compliance Analyst,Law,4,5,1,3,3,Married,11692,3,Yes,Travel_Rarely,3,14,2,3,4,3,0,3,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
39,No,Compliance Audit,Legal Counsel,Law,2,14,4,2,2,Married,11036,4,No,Non-Travel,3,23,2,3,4,1,0,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
33,Yes,Compliance Audit,Contracts Officer,Law,3,1,2,3,2,Divorced,9453,2,No,Non-Travel,3,21,1,0,0,0,0,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
21,No,Compliance Audit,Contracts Officer,Law,4,2,2,3,4,Divorced,9789,3,No,Non-Travel,3,23,2,1,1,1,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
27,Yes,Corporate Legal,Compliance Analyst,Public Policy,3,6,1,3,2,Single,13465,2,No,Travel_Rarely,3,11,4,3,8,0,1,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
34,No,Corporate Legal,Regulatory Specialist,Finance,4,29,2,3,2,Married,10385,3,Yes,Travel_Rarely,3,25,1,0,3,0,0,0,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
43,No,Compliance Audit,Regulatory Specialist,Law,4,33,2,3,3,Married,11248,3,No,Travel_Rarely,3,15,3,3,3,0,0,3,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
41,No,Corporate Legal,Legal Counsel,Public Policy,3,8,1,3,3,Single,11209,2,No,Non-Travel,3,12,1,5,6,1,2,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
42,No,Regulatory Affairs,Compliance Analyst,Public Policy,3,1,2,3,1,Married,12369,0,No,Travel_Rarely,3,17,1,1,7,0,1,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
40,Yes,Compliance Audit,Contracts Officer,Finance,3,8,3,1,3,Single,9983,1,Yes,Non-Travel,3,24,1,2,2,0,1,1,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
33,No,Corporate Legal,Contracts Officer,Law,4,5,2,2,2,Single,12213,1,Yes,Non-Travel,3,24,1,2,6,2,2,2,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
43,No,Corporate Legal,Contracts Officer,Finance,1,1,3,1,3,Divorced,9830,6,No,Non-Travel,3,12,5,0,0,0,0,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
38,No,Compliance Audit,Contracts Officer,Finance,3,13,3,3,3,Divorced,11163,2,No,Non-Travel,3,16,1,4,5,2,3,4,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
28,Yes,Compliance Audit,Legal Counsel,Law,2,7,1,3,1,Single,13395,3,No,Travel_Rarely,4,14,5,5,8,2,3,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
25,No,Compliance Audit,Compliance Analyst,Law,2,5,1,3,3,Married,10593,2,No,Non-Travel,3,21,1,0,2,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
21,No,Regulatory Affairs,Compliance Analyst,Public Policy,3,4,3,2,1,Single,10946,1,No,Travel_Rarely,3,14,2,1,2,0,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
40,Yes,Corporate Legal,Contracts Officer,Public Policy,2,3,3,1,1,Single,17505,2,Yes,Travel_Rarely,4,20,1,1,20,1,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
43,No,Compliance Audit,Contracts Officer,Public Policy,3,5,4,3,1,Divorced,9797,3,Yes,Non-Travel,3,22,1,0,1,0,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
39,No,Corporate Legal,Contracts Officer,Public Policy,2,37,3,4,2,Single,10562,2,No,Travel_Rarely,3,14,1,3,3,3,3,3,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
38,Yes,Corporate Legal,Regulatory Specialist,Law,3,7,1,3,3,Married,15557,1,Yes,Travel_Rarely,3,25,4,1,19,0,1,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
30,No,Compliance Audit,Compliance Analyst,Law,5,10,1,3,4,Single,10163,4,Yes,Non-Travel,3,13,4,0,2,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
37,Yes,Regulatory Affairs,Regulatory Specialist,Finance,3,12,2,4,1,Married,11137,5,No,Non-Travel,3,22,5,4,5,2,4,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
29,No,Corporate Legal,Contracts Officer,Law,4,5,4,3,4,Married,12692,3,No,Travel_Rarely,3,16,2,3,6,0,0,1,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
29,No,Compliance Audit,Legal Counsel,Public Policy,4,4,3,4,2,Divorced,11831,0,No,Travel_Rarely,3,12,3,1,8,1,1,1,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
27,Yes,Corporate Legal,Regulatory Specialist,Law,5,7,4,1,4,Divorced,11597,4,Yes,Non-Travel,3,25,5,5,5,3,0,5,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
30,Yes,Compliance Audit,Regulatory Specialist,Law,5,3,2,3,1,Single,13160,6,No,Non-Travel,3,13,5,10,10,5,9,5,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
36,Yes,Compliance Audit,Compliance Analyst,Public Policy,3,6,4,2,2,Divorced,11787,1,Yes,Travel_Rarely,3,22,5,5,6,4,3,2,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
44,No,Corporate Legal,Regulatory Specialist,Law,3,11,3,2,3,Divorced,12899,1,No,Travel_Rarely,3,18,4,1,6,0,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
47,Yes,Corporate Legal,Legal Counsel,Law,3,10,2,1,3,Single,14904,0,No,Non-Travel,3,25,4,6,13,2,3,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
48,No,Corporate Legal,Contracts Officer,Law,3,1,3,4,1,Married,13779,4,No,Non-Travel,3,17,3,8,12,4,0,4,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
23,No,Compliance Audit,Regulatory Specialist,Law,4,16,3,2,2,Single,11595,4,Yes,Non-Travel,3,24,1,3,5,0,1,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
56,No,Regulatory Affairs,Legal Counsel,Finance,3,4,3,3,4,Divorced,10073,2,No,Travel_Rarely,3,16,1,0,1,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
32,No,Compliance Audit,Legal Counsel,Law,2,7,3,2,2,Divorced,10911,2,No,Travel_Rarely,3,14,1,2,4,0,0,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
33,No,Regulatory Affairs,Contracts Officer,Public Policy,3,12,2,2,3,Single,13446,3,No,Non-Travel,3,11,3,4,10,1,0,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
41,No,Regulatory Affairs,Contracts Officer,Law,3,17,2,3,3,Divorced,10475,1,Yes,Travel_Rarely,4,13,2,0,2,0,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
39,Yes,Corporate Legal,Compliance Analyst,Public Policy,4,7,2,4,1,Married,12590,1,No,Non-Travel,3,22,4,3,6,1,3,2,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
33,No,Compliance Audit,Regulatory Specialist,Law,3,17,4,2,3,Divorced,9768,3,Yes,Travel_Rarely,3,20,3,1,1,1,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
31,Yes,Corporate Legal,Regulatory Specialist,Finance,3,4,3,3,2,Divorced,12102,4,No,Travel_Rarely,4,13,2,2,7,0,0,2,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
40,No,Compliance Audit,Compliance Analyst,Finance,3,17,1,3,1,Divorced,13889,2,Yes,Travel_Rarely,3,24,3,3,12,0,0,2,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
37,No,Compliance Audit,Regulatory Specialist,Law,4,3,3,4,3,Divorced,10637,3,Yes,Non-Travel,3,18,5,1,2,1,0,1,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
35,No,Corporate Legal,Compliance Analyst,Public Policy,3,12,3,3,3,Divorced,13878,1,Yes,Travel_Rarely,3,11,4,5,12,1,0,3,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
48,Yes,Regulatory Affairs,Compliance Analyst,Public Policy,3,3,3,2,1,Divorced,12626,5,No,Travel_Rarely,3,23,4,4,7,3,1,3,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
30,No,Regulatory Affairs,Compliance Analyst,Finance,3,4,4,3,3,Divorced,11415,2,No,Travel_Rarely,4,14,2,2,4,2,2,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
21,Yes,Regulatory Affairs,Legal Counsel,Finance,3,10,3,4,2,Single,9683,0,No,Travel_Rarely,4,20,4,1,1,0,1,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
32,No,Compliance Audit,Compliance Analyst,Law,3,3,4,4,1,Single,11660,2,Yes,Non-Travel,3,12,3,3,3,0,1,1,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
38,No,Compliance Audit,Contracts Officer,Finance,2,19,4,3,2,Married,16241,0,No,Non-Travel,3,13,2,15,20,6,3,4,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
26,No,Corporate Legal,Legal Counsel,Law,3,4,4,2,3,Married,10143,3,No,Travel_Rarely,3,25,3,0,0,0,0,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
43,No,Regulatory Affairs,Compliance Analyst,Finance,3,1,3,3,3,Single,10682,1,No,Travel_Rarely,3,14,2,0,4,0,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
43,No,Regulatory Affairs,Compliance Analyst,Finance,3,5,3,3,1,Divorced,11371,2,Yes,Non-Travel,4,21,3,1,3,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
32,No,Regulatory Affairs,Contracts Officer,Public Policy,3,15,3,4,3,Single,11994,1,Yes,Non-Travel,4,19,2,6,8,1,2,3,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
52,No,Corporate Legal,Regulatory Specialist,Public Policy,4,10,2,1,2,Single,13963,2,No,Non-Travel,3,16,4,4,10,4,0,2,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
29,No,Corporate Legal,Legal Counsel,Law,1,27,4,3,3,Married,12295,1,No,Non-Travel,3,13,1,3,7,3,3,3,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
33,Yes,Corporate Legal,Compliance Analyst,Finance,3,10,2,3,2,Single,15226,2,Yes,Travel_Rarely,3,22,3,9,15,5,0,5,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
38,No,Regulatory Affairs,Compliance Analyst,Finance,3,5,1,3,3,Single,11053,1,No,Travel_Rarely,3,20,5,1,4,1,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
32,Yes,Corporate Legal,Contracts Officer,Finance,5,19,4,3,3,Single,13585,2,Yes,Travel_Rarely,3,19,2,8,14,5,0,4,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
30,Yes,Regulatory Affairs,Compliance Analyst,Public Policy,5,1,1,1,2,Married,11942,4,Yes,Travel_Rarely,3,19,1,2,4,1,0,2,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
31,Yes,Regulatory Affairs,Compliance Analyst,Law,3,8,2,1,2,Single,12240,4,No,Travel_Rarely,3,25,3,3,5,2,2,1,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
31,Yes,Corporate Legal,Contracts Officer,Law,5,7,1,4,4,Married,11460,5,No,Travel_Rarely,3,13,1,2,6,2,0,2,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
25,No,Corporate Legal,Legal Counsel,Law,5,6,1,3,2,Single,12282,0,Yes,Non-Travel,3,25,3,3,5,0,1,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
37,No,Corporate Legal,Contracts Officer,Law,1,22,1,3,2,Married,10138,3,Yes,Travel_Rarely,3,14,1,1,1,1,1,1,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
36,No,Regulatory Affairs,Legal Counsel,Public Policy,4,1,2,4,3,Single,9865,1,No,Non-Travel,3,23,2,1,1,0,1,0,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
37,No,Regulatory Affairs,Legal Counsel,Finance,4,4,4,3,2,Married,15188,2,No,Travel_Rarely,3,24,2,1,12,1,0,1,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
41,Yes,Corporate Legal,Compliance Analyst,Law,2,1,2,3,3,Single,13942,2,Yes,Non-Travel,3,11,3,6,12,4,0,3,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
35,Yes,Regulatory Affairs,Legal Counsel,Law,5,8,2,1,3,Divorced,11610,2,Yes,Non-Travel,4,11,5,2,3,0,1,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
35,Yes,Regulatory Affairs,Legal Counsel,Finance,4,2,4,4,3,Single,12710,2,Yes,Non-Travel,3,22,4,6,7,5,0,4,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
31,Yes,Regulatory Affairs,Compliance Analyst,Law,3,2,2,3,2,Married,12366,1,No,Travel_Rarely,3,25,2,2,7,0,0,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
42,No,Regulatory Affairs,Regulatory Specialist,Public Policy,4,6,4,1,4,Single,11245,2,Yes,Non-Travel,3,19,3,6,6,5,1,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
38,Yes,Compliance Audit,Contracts Officer,Public Policy,4,6,2,2,2,Single,13183,1,Yes,Non-Travel,3,17,2,5,12,4,0,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
46,No,Corporate Legal,Legal Counsel,Law,3,1,4,4,1,Single,10109,1,Yes,Non-Travel,3,21,1,0,0,0,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
41,Yes,Corporate Legal,Contracts Officer,Public Policy,5,10,4,3,2,Divorced,11514,1,Yes,Travel_Rarely,3,17,5,2,5,0,0,2,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
39,No,Corporate Legal,Contracts Officer,Finance,3,8,2,2,2,Married,11990,3,No,Non-Travel,3,15,4,1,5,0,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
30,No,Regulatory Affairs,Contracts Officer,Finance,1,28,2,2,2,Single,12885,3,Yes,Travel_Rarely,3,25,2,4,11,0,1,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
39,Yes,Corporate Legal,Compliance Analyst,Law,2,17,4,2,2,Single,11666,3,Yes,Travel_Rarely,3,12,2,0,3,0,0,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
36,No,Compliance Audit,Legal Counsel,Public Policy,3,4,4,4,3,Divorced,13092,2,Yes,Travel_Rarely,3,22,3,8,9,4,0,4,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
37,No,Regulatory Affairs,Legal Counsel,Finance,3,1,2,3,4,Married,13037,4,No,Travel_Rarely,3,12,3,4,9,2,0,1,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
34,No,Regulatory Affairs,Regulatory Specialist,Law,1,16,4,2,2,Divorced,11729,5,Yes,Non-Travel,3,16,2,0,7,0,0,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
47,No,Compliance Audit,Contracts Officer,Law,1,1,3,4,4,Married,16354,3,Yes,Non-Travel,4,22,1,13,15,9,0,5,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
56,No,Compliance Audit,Regulatory Specialist,Law,3,3,2,4,3,Single,10963,0,No,Travel_Rarely,3,19,1,1,4,1,1,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
53,No,Regulatory Affairs,Legal Counsel,Law,5,3,3,2,3,Married,10081,3,No,Travel_Rarely,4,14,4,0,1,0,0,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
44,No,Regulatory Affairs,Legal Counsel,Public Policy,3,25,3,3,3,Single,13575,5,No,Non-Travel,3,14,2,0,9,0,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
33,No,Compliance Audit,Regulatory Specialist,Public Policy,4,1,2,3,2,Single,12019,2,Yes,Non-Travel,3,14,4,1,7,1,1,0,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
52,Yes,Corporate Legal,Legal Counsel,Law,4,6,4,1,1,Divorced,9998,6,No,Travel_Rarely,4,20,4,1,2,0,1,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
47,Yes,Regulatory Affairs,Contracts Officer,Public Policy,3,26,2,3,3,Married,11987,1,Yes,Travel_Rarely,3,20,1,1,4,0,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
33,No,Compliance Audit,Compliance Analyst,Finance,4,5,2,2,1,Single,9482,1,Yes,Non-Travel,3,12,4,0,0,0,0,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
49,No,Corporate Legal,Compliance Analyst,Public Policy,4,1,4,3,4,Single,10436,1,No,Non-Travel,3,16,3,0,3,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
28,Yes,Regulatory Affairs,Regulatory Specialist,Law,3,21,3,4,3,Single,13339,2,Yes,Travel_Rarely,3,16,5,1,10,1,1,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
34,No,Regulatory Affairs,Legal Counsel,Law,3,3,2,3,2,Married,14077,3,Yes,Travel_Rarely,3,15,4,0,13,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
42,No,Compliance Audit,Legal Counsel,Law,4,7,2,3,1,Divorced,12258,4,Yes,Non-Travel,3,18,4,6,7,2,1,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
42,Yes,Corporate Legal,Contracts Officer,Public Policy,4,11,3,3,2,Married,13507,0,Yes,Travel_Rarely,3,15,5,0,9,0,0,0,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
26,Yes,Regulatory Affairs,Legal Counsel,Public Policy,2,2,2,1,3,Divorced,11668,1,Yes,Non-Travel,4,22,5,2,7,0,0,2,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
35,No,Corporate Legal,Regulatory Specialist,Finance,1,1,3,3,1,Single,17408,4,No,Travel_Rarely,3,24,5,5,17,3,0,3,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
24,Yes,Corporate Legal,Regulatory Specialist,Finance,3,1,2,2,3,Married,10153,1,No,Non-Travel,3,22,2,0,2,0,0,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
42,No,Regulatory Affairs,Regulatory Specialist,Public Policy,1,4,3,3,4,Married,9877,2,Yes,Non-Travel,3,19,1,0,0,0,0,0,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
23,No,Corporate Legal,Contracts Officer,Law,4,16,3,3,3,Married,11620,2,Yes,Non-Travel,3,22,3,3,4,3,0,3,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
42,Yes,Corporate Legal,Compliance Analyst,Public Policy,3,9,2,3,2,Single,10365,2,No,Non-Travel,3,17,4,0,1,0,0,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
33,No,Corporate Legal,Legal Counsel,Law,3,1,3,3,4,Divorced,10666,7,Yes,Non-Travel,3,15,4,0,1,0,0,0,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
27,No,Compliance Audit,Compliance Analyst,Public Policy,3,1,3,4,2,Single,12442,1,Yes,Non-Travel,3,25,1,7,9,3,1,3,Legal & Corporate Compliance,Professional autonomy in legal opinion drafting.
45,No,Compliance Audit,Regulatory Specialist,Public Policy,4,1,4,1,3,Divorced,16337,4,No,Travel_Rarely,3,11,4,13,22,9,0,6,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
33,No,Corporate Legal,Contracts Officer,Law,2,8,1,4,2,Divorced,13542,4,No,Travel_Rarely,3,14,3,3,8,0,3,0,Legal & Corporate Compliance,Prestigious counsel positions with solid base pay.
40,No,Corporate Legal,Legal Counsel,Public Policy,2,8,3,2,3,Single,16317,1,No,Non-Travel,4,25,2,5,16,1,1,1,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
36,No,Corporate Legal,Contracts Officer,Law,2,20,2,1,2,Divorced,15890,3,Yes,Travel_Rarely,3,20,2,12,17,5,0,3,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
21,No,Corporate Legal,Legal Counsel,Finance,2,4,3,3,4,Divorced,9694,3,Yes,Travel_Rarely,3,19,4,1,1,0,0,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
25,Yes,Compliance Audit,Regulatory Specialist,Law,3,1,1,1,2,Married,13196,4,Yes,Non-Travel,4,21,2,5,7,1,2,0,Legal & Corporate Compliance,Uncompromising billable/audit tracking expectations.
42,No,Regulatory Affairs,Legal Counsel,Public Policy,4,4,3,3,2,Married,11620,1,Yes,Travel_Rarely,3,22,2,1,5,1,1,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
37,No,Compliance Audit,Contracts Officer,Law,3,11,4,1,2,Divorced,10389,3,No,Travel_Rarely,3,22,2,1,2,0,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
22,No,Regulatory Affairs,Regulatory Specialist,Finance,3,1,4,3,3,Divorced,11534,0,No,Non-Travel,3,14,2,2,4,1,2,0,Legal & Corporate Compliance,High intellectual rigor and enterprise protection mandate.
39,Yes,Compliance Audit,Regulatory Specialist,Law,3,38,4,2,1,Divorced,13665,3,No,Travel_Rarely,3,23,3,10,13,6,2,3,Legal & Corporate Compliance,Tedious regulatory reporting cycles with strict deadlines.
27,Yes,Regulatory Affairs,Legal Counsel,Law,5,9,4,2,1,Divorced,10027,1,No,Travel_Rarely,3,21,1,1,2,1,1,0,Legal & Corporate Compliance,High liability anxiety and risk aversion overhead.
