Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
39,Yes,Institutional Research,Postdoctoral Fellow,Education,5,7,1,3,3,Married,4981,4,Yes,Non-Travel,3,21,4,0,3,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
30,Yes,Academic Faculty,Postdoctoral Fellow,Humanities,3,28,3,1,3,Married,6602,1,No,Travel_Rarely,3,19,2,4,12,1,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
47,Yes,Institutional Research,Research Scientist,Humanities,3,1,4,1,3,Married,6444,2,Yes,Travel_Rarely,3,25,5,2,11,0,1,1,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
44,Yes,Institutional Research,Postdoctoral Fellow,Life Sciences,3,4,3,1,2,Divorced,6482,2,No,Non-Travel,3,19,5,10,11,5,0,1,Higher Education & Research Institutes,Stagnant public university compensation scales.
26,No,Institutional Research,Academic Advisor,Education,5,1,2,2,3,Divorced,5286,4,No,Travel_Rarely,3,11,1,2,3,1,1,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
38,No,Admissions,Assistant Professor,Life Sciences,3,7,3,4,4,Divorced,5058,3,Yes,Non-Travel,3,11,4,2,3,1,1,2,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
26,No,Institutional Research,Academic Advisor,Humanities,3,2,3,4,2,Single,5268,4,No,Travel_Rarely,3,14,3,1,3,1,1,0,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
36,No,Institutional Research,Academic Advisor,Life Sciences,2,4,2,3,3,Single,6390,2,No,Travel_Rarely,3,20,5,5,12,4,0,5,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
46,No,Admissions,Research Scientist,Life Sciences,5,1,4,3,2,Single,5536,4,Yes,Travel_Rarely,3,13,4,2,4,0,1,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
41,Yes,Academic Faculty,Assistant Professor,Life Sciences,3,3,2,3,2,Single,5770,1,Yes,Non-Travel,3,18,4,0,9,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
28,Yes,Admissions,Postdoctoral Fellow,Physics,3,9,2,2,4,Divorced,5362,2,No,Travel_Rarely,3,17,2,4,4,0,4,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
41,No,Admissions,Postdoctoral Fellow,Education,2,1,2,2,4,Divorced,5216,2,No,Travel_Rarely,3,24,3,5,5,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
47,No,Admissions,Research Scientist,Humanities,5,3,3,2,2,Divorced,5967,3,Yes,Non-Travel,3,11,1,5,7,2,5,2,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
44,No,Institutional Research,Postdoctoral Fellow,Humanities,3,15,1,3,4,Divorced,5955,4,Yes,Travel_Rarely,3,20,5,4,10,0,4,1,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
28,No,Academic Faculty,Research Scientist,Physics,4,14,3,3,1,Married,5867,2,Yes,Non-Travel,3,21,2,0,9,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
56,No,Institutional Research,Research Scientist,Life Sciences,3,3,4,2,4,Married,4806,0,No,Non-Travel,4,20,4,0,1,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
41,No,Institutional Research,Academic Advisor,Education,3,10,1,3,4,Married,5162,0,No,Travel_Rarely,3,21,2,0,2,0,0,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
36,Yes,Admissions,Academic Advisor,Education,3,2,3,2,1,Married,6021,2,No,Non-Travel,3,25,1,9,11,8,2,6,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
27,No,Admissions,Assistant Professor,Humanities,4,11,4,3,3,Married,5442,9,No,Non-Travel,3,13,4,3,6,0,1,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
39,Yes,Admissions,Research Scientist,Physics,3,13,2,4,2,Married,5189,2,Yes,Travel_Rarely,4,17,1,3,3,0,3,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
24,No,Academic Faculty,Research Scientist,Life Sciences,3,15,1,2,2,Divorced,5387,5,Yes,Travel_Rarely,3,20,2,2,3,0,2,1,Higher Education & Research Institutes,Stagnant public university compensation scales.
34,No,Admissions,Academic Advisor,Humanities,4,2,4,3,3,Married,6469,3,No,Non-Travel,3,14,4,1,9,0,0,0,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
42,No,Admissions,Postdoctoral Fellow,Physics,3,11,1,2,4,Single,5307,0,No,Travel_Rarely,3,14,1,0,3,0,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
32,Yes,Academic Faculty,Research Scientist,Education,4,10,2,1,2,Single,5210,4,Yes,Non-Travel,3,13,2,0,5,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
35,No,Institutional Research,Research Scientist,Life Sciences,1,6,2,3,2,Divorced,5184,1,No,Non-Travel,3,25,5,0,4,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
50,No,Admissions,Research Scientist,Education,5,14,3,3,3,Single,6294,4,No,Travel_Rarely,3,25,5,0,9,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
33,No,Admissions,Research Scientist,Education,3,1,1,2,1,Divorced,7033,3,No,Non-Travel,3,11,2,13,13,7,0,6,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
33,Yes,Admissions,Academic Advisor,Life Sciences,3,10,2,4,3,Married,5727,2,Yes,Travel_Rarely,3,15,1,2,5,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
31,Yes,Admissions,Academic Advisor,Education,3,1,3,3,3,Divorced,4851,4,Yes,Non-Travel,3,23,4,0,0,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
42,No,Academic Faculty,Postdoctoral Fellow,Education,3,3,2,2,3,Married,5088,3,No,Travel_Rarely,4,23,5,3,3,2,3,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
39,No,Institutional Research,Research Scientist,Physics,1,18,3,3,3,Single,6777,3,Yes,Travel_Rarely,3,11,1,15,18,7,2,6,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
28,Yes,Institutional Research,Research Scientist,Education,3,1,4,3,4,Married,5464,2,Yes,Travel_Rarely,4,21,4,5,6,1,5,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
22,Yes,Academic Faculty,Research Scientist,Life Sciences,4,8,2,4,3,Married,4644,3,Yes,Non-Travel,4,25,5,0,0,0,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
44,No,Institutional Research,Assistant Professor,Life Sciences,5,11,2,3,3,Single,6024,3,No,Non-Travel,3,20,4,0,7,0,0,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
30,No,Institutional Research,Academic Advisor,Education,3,2,4,3,3,Single,5758,0,No,Travel_Rarely,3,14,3,6,6,5,4,3,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
34,No,Institutional Research,Postdoctoral Fellow,Physics,3,19,3,2,1,Divorced,5036,2,Yes,Travel_Rarely,4,23,1,1,2,0,1,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
36,Yes,Admissions,Assistant Professor,Education,4,4,3,3,4,Single,6826,2,Yes,Travel_Rarely,3,21,2,2,18,2,2,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
34,No,Institutional Research,Academic Advisor,Humanities,4,12,3,4,3,Married,4958,3,No,Non-Travel,3,15,5,3,3,1,1,1,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
31,Yes,Academic Faculty,Postdoctoral Fellow,Humanities,4,4,3,2,2,Single,6916,2,No,Non-Travel,3,18,1,9,13,0,0,1,Higher Education & Research Institutes,Stagnant public university compensation scales.
21,No,Academic Faculty,Assistant Professor,Humanities,4,6,3,4,3,Divorced,5352,1,No,Travel_Rarely,4,18,5,1,3,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
41,No,Academic Faculty,Postdoctoral Fellow,Life Sciences,3,8,4,3,4,Single,5963,2,Yes,Non-Travel,3,18,5,0,7,0,0,0,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
30,No,Academic Faculty,Academic Advisor,Education,4,15,4,3,2,Married,5306,4,No,Non-Travel,3,14,4,4,5,0,4,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
29,No,Institutional Research,Postdoctoral Fellow,Physics,2,1,4,3,3,Married,5571,2,Yes,Travel_Rarely,4,21,4,4,5,3,4,1,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
33,Yes,Academic Faculty,Postdoctoral Fellow,Education,4,4,3,3,1,Married,5576,2,Yes,Non-Travel,3,15,1,1,4,1,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
21,Yes,Institutional Research,Assistant Professor,Education,3,7,3,4,3,Married,4910,5,No,Non-Travel,3,25,3,1,1,1,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
23,Yes,Institutional Research,Research Scientist,Humanities,4,1,1,2,3,Married,5145,0,No,Travel_Rarely,3,20,2,0,4,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
42,Yes,Institutional Research,Academic Advisor,Life Sciences,4,2,3,2,3,Married,5369,2,No,Travel_Rarely,3,16,4,3,6,3,3,2,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
37,No,Admissions,Academic Advisor,Education,4,6,3,2,3,Married,5642,2,No,Travel_Rarely,3,12,3,0,7,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
41,No,Academic Faculty,Assistant Professor,Life Sciences,2,6,4,3,3,Married,4993,4,No,Non-Travel,3,11,1,0,1,0,0,0,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
28,No,Institutional Research,Postdoctoral Fellow,Physics,1,6,4,1,3,Single,5152,2,No,Travel_Rarely,4,20,4,0,3,0,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
38,No,Admissions,Research Scientist,Life Sciences,2,2,4,3,4,Married,5564,0,No,Non-Travel,4,15,2,4,8,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
36,No,Academic Faculty,Postdoctoral Fellow,Life Sciences,5,2,4,4,4,Single,5413,1,Yes,Travel_Rarely,3,18,4,6,6,3,3,2,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
42,Yes,Admissions,Research Scientist,Humanities,4,5,1,2,4,Divorced,6089,3,Yes,Travel_Rarely,3,11,2,0,8,0,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
35,Yes,Academic Faculty,Research Scientist,Humanities,5,35,1,1,2,Married,5569,1,Yes,Travel_Rarely,3,23,1,1,5,0,1,1,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
33,No,Institutional Research,Postdoctoral Fellow,Physics,4,2,1,3,3,Single,5869,2,No,Non-Travel,3,23,5,3,11,0,1,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
42,No,Admissions,Research Scientist,Physics,4,1,3,1,4,Divorced,6096,2,No,Non-Travel,3,23,4,8,13,6,0,7,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
31,No,Academic Faculty,Academic Advisor,Humanities,4,28,2,2,3,Married,4965,4,No,Travel_Rarely,3,13,5,2,3,2,2,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
32,No,Institutional Research,Assistant Professor,Humanities,4,11,3,3,2,Single,4925,2,Yes,Non-Travel,3,19,2,1,2,1,1,1,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
30,No,Academic Faculty,Postdoctoral Fellow,Physics,4,4,1,4,4,Single,6338,2,No,Non-Travel,3,18,2,1,9,1,1,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
29,No,Admissions,Assistant Professor,Education,2,40,1,4,2,Divorced,5898,2,No,Non-Travel,3,14,4,1,11,1,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
32,No,Admissions,Postdoctoral Fellow,Physics,3,15,3,3,3,Divorced,5447,4,Yes,Travel_Rarely,3,15,1,4,7,4,2,4,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
46,No,Admissions,Assistant Professor,Education,3,3,2,2,3,Single,4869,4,No,Travel_Rarely,3,19,5,0,2,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
53,No,Institutional Research,Academic Advisor,Life Sciences,4,24,1,3,2,Divorced,5293,1,Yes,Non-Travel,3,11,4,1,4,0,1,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
37,Yes,Institutional Research,Research Scientist,Physics,3,45,3,2,1,Divorced,6030,2,Yes,Non-Travel,3,21,2,4,7,3,0,2,Higher Education & Research Institutes,Stagnant public university compensation scales.
31,Yes,Institutional Research,Academic Advisor,Humanities,4,1,1,1,3,Divorced,5662,1,Yes,Travel_Rarely,3,23,3,3,8,3,1,2,Higher Education & Research Institutes,Stagnant public university compensation scales.
34,Yes,Admissions,Research Scientist,Education,3,12,3,2,3,Divorced,4924,1,No,Travel_Rarely,3,12,1,1,2,1,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
44,No,Academic Faculty,Academic Advisor,Life Sciences,3,1,3,2,1,Divorced,6901,4,No,Travel_Rarely,3,19,3,8,13,6,3,4,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
21,No,Academic Faculty,Academic Advisor,Life Sciences,4,6,3,3,4,Single,4968,2,No,Travel_Rarely,4,13,5,0,0,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
29,Yes,Academic Faculty,Assistant Professor,Humanities,3,5,4,2,4,Divorced,5069,0,Yes,Travel_Rarely,3,24,1,1,2,0,1,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
42,No,Academic Faculty,Academic Advisor,Education,3,1,3,3,1,Divorced,6096,2,Yes,Travel_Rarely,3,25,3,1,7,0,0,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
49,No,Admissions,Academic Advisor,Education,2,18,4,3,1,Married,5705,1,No,Non-Travel,3,21,3,1,9,0,1,1,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
41,No,Academic Faculty,Academic Advisor,Physics,5,3,4,1,3,Single,5183,5,No,Travel_Rarely,3,22,4,2,3,2,0,1,Higher Education & Research Institutes,Stagnant public university compensation scales.
32,No,Admissions,Academic Advisor,Humanities,3,2,3,2,2,Single,4924,2,No,Non-Travel,3,15,4,0,1,0,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
21,No,Institutional Research,Academic Advisor,Life Sciences,5,8,4,2,3,Single,5426,3,Yes,Travel_Rarely,3,23,2,1,3,1,1,1,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
35,No,Academic Faculty,Research Scientist,Education,5,8,3,2,3,Divorced,5464,1,No,Travel_Rarely,3,13,3,1,3,1,1,1,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
37,No,Admissions,Postdoctoral Fellow,Humanities,5,12,1,4,3,Single,6321,0,No,Travel_Rarely,3,20,3,2,14,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
40,No,Admissions,Academic Advisor,Education,4,8,2,4,4,Married,5674,1,No,Travel_Rarely,3,20,2,4,6,3,2,1,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
23,No,Admissions,Academic Advisor,Humanities,3,6,3,3,1,Married,5570,3,No,Non-Travel,3,13,3,3,5,3,0,1,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
42,No,Admissions,Research Scientist,Humanities,2,7,1,4,4,Divorced,6091,3,Yes,Travel_Rarely,4,21,5,7,10,0,0,2,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
35,Yes,Academic Faculty,Postdoctoral Fellow,Humanities,1,12,4,1,2,Single,6434,6,No,Travel_Rarely,3,20,4,8,11,4,2,6,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
41,Yes,Institutional Research,Academic Advisor,Life Sciences,2,1,2,4,3,Married,4769,2,No,Travel_Rarely,3,15,1,0,1,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
38,Yes,Admissions,Postdoctoral Fellow,Physics,3,1,3,1,2,Single,5064,3,No,Non-Travel,3,23,1,1,3,1,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
40,No,Institutional Research,Postdoctoral Fellow,Life Sciences,3,3,3,4,1,Divorced,6954,2,No,Non-Travel,3,20,3,18,19,6,1,5,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
35,No,Institutional Research,Research Scientist,Physics,2,35,3,4,3,Married,5291,2,No,Travel_Rarely,3,13,1,2,5,0,1,0,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
37,No,Academic Faculty,Research Scientist,Education,3,5,3,2,1,Married,5009,6,No,Non-Travel,3,24,2,3,3,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
39,Yes,Admissions,Postdoctoral Fellow,Humanities,3,2,3,2,4,Single,6537,2,No,Non-Travel,3,15,1,8,12,6,1,6,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
43,No,Academic Faculty,Postdoctoral Fellow,Life Sciences,5,7,3,1,3,Divorced,5051,3,No,Non-Travel,3,20,4,2,2,2,0,2,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
45,No,Academic Faculty,Research Scientist,Education,4,1,1,3,3,Divorced,4863,3,No,Non-Travel,4,13,5,0,1,0,0,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
24,Yes,Admissions,Academic Advisor,Education,3,1,3,3,2,Married,5342,3,Yes,Travel_Rarely,3,16,3,3,6,0,1,2,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
38,Yes,Academic Faculty,Research Scientist,Humanities,4,5,3,3,2,Married,5776,1,Yes,Travel_Rarely,3,13,2,1,5,0,1,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
31,Yes,Institutional Research,Academic Advisor,Humanities,4,15,3,3,4,Divorced,7087,3,Yes,Travel_Rarely,3,17,5,11,13,3,0,3,Higher Education & Research Institutes,Stagnant public university compensation scales.
49,No,Institutional Research,Assistant Professor,Physics,2,9,4,2,2,Divorced,4889,2,No,Non-Travel,3,25,3,1,1,0,1,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
34,No,Academic Faculty,Research Scientist,Physics,4,11,1,2,1,Divorced,6223,2,Yes,Travel_Rarely,3,24,5,6,10,0,4,2,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
42,No,Academic Faculty,Research Scientist,Humanities,3,3,2,2,2,Married,5990,5,No,Travel_Rarely,3,25,3,2,10,2,2,2,Higher Education & Research Institutes,Stagnant public university compensation scales.
21,No,Admissions,Research Scientist,Humanities,2,1,3,2,3,Single,4630,1,No,Travel_Rarely,3,15,5,0,0,0,0,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
30,Yes,Admissions,Academic Advisor,Humanities,3,4,1,4,3,Married,5413,2,Yes,Travel_Rarely,3,24,5,0,4,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
26,No,Academic Faculty,Assistant Professor,Education,4,1,3,4,1,Single,6122,2,No,Travel_Rarely,3,17,3,6,8,2,3,2,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
36,No,Academic Faculty,Research Scientist,Education,5,8,2,4,2,Single,6149,3,No,Non-Travel,3,12,1,1,8,0,1,0,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
37,Yes,Academic Faculty,Assistant Professor,Humanities,1,12,2,3,1,Single,4984,1,No,Non-Travel,3,24,1,0,2,0,0,0,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
36,No,Admissions,Assistant Professor,Education,4,14,2,3,1,Divorced,6285,0,Yes,Non-Travel,3,23,1,2,13,2,2,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
39,No,Institutional Research,Research Scientist,Education,5,18,2,1,3,Single,7560,3,No,Travel_Rarely,3,12,4,11,16,5,5,3,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
35,Yes,Admissions,Research Scientist,Education,3,4,4,4,2,Single,5545,0,No,Travel_Rarely,4,20,4,1,5,0,1,1,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
51,No,Institutional Research,Postdoctoral Fellow,Humanities,4,14,2,4,2,Married,6872,5,No,Travel_Rarely,3,11,3,8,12,4,0,4,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
45,No,Institutional Research,Research Scientist,Education,3,28,3,3,2,Divorced,5581,2,No,Travel_Rarely,3,11,2,2,6,0,1,2,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
23,No,Admissions,Assistant Professor,Life Sciences,4,20,3,3,1,Divorced,5276,6,No,Non-Travel,3,21,4,2,4,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
28,Yes,Academic Faculty,Assistant Professor,Humanities,4,8,4,3,3,Divorced,5610,1,Yes,Travel_Rarely,4,16,5,0,4,0,0,0,Higher Education & Research Institutes,Stagnant public university compensation scales.
39,No,Academic Faculty,Academic Advisor,Humanities,4,13,4,3,4,Single,5902,4,No,Non-Travel,3,17,2,0,11,0,0,0,Higher Education & Research Institutes,Generous university campus sabbaticals and tenure perks.
42,Yes,Institutional Research,Assistant Professor,Humanities,4,5,4,1,3,Single,5760,0,Yes,Non-Travel,3,11,5,5,6,2,5,0,Higher Education & Research Institutes,Heavy administrative overhead choking research time.
31,No,Admissions,Assistant Professor,Physics,3,1,3,3,2,Divorced,5219,1,No,Non-Travel,3,18,1,0,5,0,0,0,Higher Education & Research Institutes,Joy of guiding next-generation researchers.
32,Yes,Institutional Research,Assistant Professor,Education,3,2,2,3,2,Divorced,5209,3,Yes,Travel_Rarely,3,23,1,3,3,3,3,1,Higher Education & Research Institutes,Tenure-track publication pressure and grant rejection stress.
39,No,Admissions,Research Scientist,Physics,3,17,3,4,2,Divorced,6299,3,Yes,Non-Travel,3,16,2,12,14,7,2,5,Higher Education & Research Institutes,Academic freedom and intellectual mentorship.
