Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
28,No,Customer Success,Technical Support Lead,Communications,3,4,3,2,4,Single,3519,2,Yes,Non-Travel,4,20,5,7,10,5,3,4,Customer Support & BPO Centers,Very limited salary growth without changing companies.
41,No,Tier 2 Support,Technical Support Lead,Information Technology,4,2,3,1,2,Single,3615,1,No,Non-Travel,4,19,4,9,16,6,1,4,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
43,Yes,Inbound Helpdesk,Escalation Agent,Communications,4,1,3,3,2,Divorced,3181,3,Yes,Non-Travel,3,13,2,3,9,1,2,1,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
34,No,Inbound Helpdesk,Technical Support Lead,Information Technology,4,4,2,3,2,Married,3354,3,No,Non-Travel,3,12,2,4,12,0,0,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
30,Yes,Inbound Helpdesk,Helpdesk Specialist,Communications,3,4,3,1,2,Married,3495,3,No,Non-Travel,3,21,2,10,12,6,0,6,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
24,Yes,Customer Success,Technical Support Lead,Information Technology,3,9,3,3,3,Married,2928,2,Yes,Non-Travel,3,20,1,0,4,0,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
36,Yes,Customer Success,Escalation Agent,General Studies,3,5,3,1,2,Single,3510,3,No,Non-Travel,3,11,2,13,14,6,7,6,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
35,No,Inbound Helpdesk,Helpdesk Specialist,Information Technology,2,2,3,3,2,Married,2956,2,Yes,Non-Travel,3,20,1,1,1,1,1,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
31,No,Inbound Helpdesk,Technical Support Lead,Communications,4,3,2,2,2,Married,3148,2,Yes,Non-Travel,3,13,3,6,7,3,6,4,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
55,No,Tier 2 Support,Technical Support Lead,Information Technology,4,4,4,1,4,Married,3046,2,No,Non-Travel,3,24,4,2,4,0,1,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
44,No,Inbound Helpdesk,Escalation Agent,General Studies,3,1,1,1,3,Divorced,3253,2,No,Non-Travel,3,23,1,3,9,2,1,2,Customer Support & BPO Centers,Very limited salary growth without changing companies.
46,Yes,Tier 2 Support,Helpdesk Specialist,General Studies,2,15,4,2,1,Divorced,3373,1,Yes,Non-Travel,3,14,1,4,9,2,0,3,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
46,No,Tier 2 Support,Helpdesk Specialist,General Studies,3,32,3,3,3,Divorced,3319,0,No,Non-Travel,3,11,4,8,9,7,1,7,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
45,No,Customer Success,Helpdesk Specialist,Information Technology,4,8,2,1,4,Married,3503,2,No,Non-Travel,3,18,4,0,16,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
29,Yes,Customer Success,Escalation Agent,Communications,3,2,2,3,2,Married,3496,0,Yes,Non-Travel,3,16,2,9,10,3,2,1,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
27,Yes,Inbound Helpdesk,Escalation Agent,Communications,4,2,4,4,2,Married,3165,4,Yes,Non-Travel,3,13,3,3,8,1,3,1,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
30,Yes,Tier 2 Support,Escalation Agent,Communications,2,6,2,4,1,Married,3652,2,No,Non-Travel,3,13,4,10,12,4,0,2,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
48,Yes,Tier 2 Support,Escalation Agent,Information Technology,4,2,2,4,1,Single,3066,1,No,Non-Travel,4,17,1,3,4,1,1,2,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
46,Yes,Customer Success,Technical Support Lead,Communications,5,6,4,1,4,Married,3135,4,Yes,Non-Travel,3,23,4,2,6,1,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
35,Yes,Tier 2 Support,Escalation Agent,Information Technology,2,10,4,4,3,Divorced,3114,2,Yes,Non-Travel,3,12,1,7,7,1,4,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
41,Yes,Tier 2 Support,Helpdesk Specialist,Information Technology,4,2,1,4,1,Divorced,3395,5,No,Non-Travel,4,15,2,8,9,3,0,3,Customer Support & BPO Centers,Very limited salary growth without changing companies.
34,Yes,Tier 2 Support,Escalation Agent,Communications,2,4,2,3,3,Married,3264,3,No,Non-Travel,3,19,3,3,8,2,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
37,No,Tier 2 Support,Technical Support Lead,Information Technology,3,1,4,3,3,Married,3475,1,Yes,Non-Travel,3,11,2,1,9,1,1,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
42,No,Customer Success,Helpdesk Specialist,General Studies,4,4,3,1,2,Married,3780,1,No,Non-Travel,3,24,2,3,17,2,0,3,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
25,Yes,Customer Success,Escalation Agent,Communications,4,8,3,2,3,Married,2968,4,No,Non-Travel,3,15,3,0,4,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
28,No,Inbound Helpdesk,Technical Support Lead,General Studies,4,9,1,3,3,Single,3130,0,No,Non-Travel,3,19,1,0,4,0,0,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
50,No,Inbound Helpdesk,Escalation Agent,Information Technology,3,1,3,3,3,Divorced,3192,2,Yes,Non-Travel,3,18,3,2,7,2,2,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
29,No,Customer Success,Escalation Agent,Communications,2,5,2,1,1,Single,3246,0,Yes,Non-Travel,3,23,2,8,8,6,5,7,Customer Support & BPO Centers,Very limited salary growth without changing companies.
24,Yes,Tier 2 Support,Helpdesk Specialist,Information Technology,3,20,2,4,3,Divorced,2874,3,Yes,Non-Travel,3,25,1,2,2,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
33,No,Customer Success,Escalation Agent,General Studies,3,29,2,2,2,Single,2839,2,Yes,Non-Travel,3,16,3,0,0,0,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
41,No,Customer Success,Helpdesk Specialist,General Studies,4,2,1,3,1,Single,3098,2,No,Non-Travel,3,14,5,3,6,2,2,2,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
40,No,Tier 2 Support,Technical Support Lead,Communications,3,1,2,2,3,Single,2975,5,No,Non-Travel,3,20,2,3,4,2,0,2,Customer Support & BPO Centers,Very limited salary growth without changing companies.
33,No,Customer Success,Escalation Agent,General Studies,3,25,2,3,4,Single,3009,5,Yes,Non-Travel,3,16,3,3,4,3,3,2,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
49,Yes,Tier 2 Support,Escalation Agent,Information Technology,3,3,2,4,3,Married,3684,2,No,Non-Travel,4,11,4,7,17,4,0,2,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
35,Yes,Customer Success,Helpdesk Specialist,Communications,2,1,1,3,3,Married,2912,3,Yes,Non-Travel,3,24,5,1,2,1,1,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
38,No,Inbound Helpdesk,Technical Support Lead,Communications,4,1,1,3,2,Married,2955,2,Yes,Non-Travel,3,24,1,1,4,0,1,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
35,No,Tier 2 Support,Helpdesk Specialist,Information Technology,3,1,3,3,3,Divorced,2901,2,No,Non-Travel,3,20,5,2,3,0,2,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
30,No,Tier 2 Support,Escalation Agent,General Studies,2,5,3,4,4,Married,3349,1,No,Non-Travel,3,22,2,4,12,2,0,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
41,Yes,Inbound Helpdesk,Helpdesk Specialist,Information Technology,3,1,3,2,1,Single,3210,2,Yes,Non-Travel,3,20,4,0,8,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
42,Yes,Customer Success,Escalation Agent,Information Technology,3,10,3,2,2,Married,2832,2,Yes,Non-Travel,3,19,2,0,0,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
26,No,Customer Success,Escalation Agent,Information Technology,3,8,3,4,3,Single,3141,5,No,Non-Travel,3,24,4,6,6,4,0,5,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
43,No,Tier 2 Support,Escalation Agent,Communications,2,28,3,3,4,Divorced,3019,0,Yes,Non-Travel,3,23,2,1,4,0,0,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
34,Yes,Tier 2 Support,Helpdesk Specialist,Information Technology,2,9,2,3,2,Married,3039,5,No,Non-Travel,3,15,5,1,4,0,1,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
52,Yes,Customer Success,Technical Support Lead,Communications,4,7,2,3,2,Single,3546,2,No,Non-Travel,3,24,2,1,15,1,1,1,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
48,Yes,Tier 2 Support,Helpdesk Specialist,Information Technology,4,6,2,3,4,Single,3077,0,No,Non-Travel,4,15,4,1,7,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
24,No,Customer Success,Technical Support Lead,Information Technology,3,2,4,3,2,Divorced,3279,2,No,Non-Travel,3,15,2,3,6,3,0,3,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
34,No,Customer Success,Escalation Agent,General Studies,1,6,3,3,3,Single,3210,5,Yes,Non-Travel,3,12,1,3,7,0,3,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
43,No,Tier 2 Support,Helpdesk Specialist,General Studies,3,6,3,4,2,Single,3150,3,Yes,Non-Travel,4,18,1,4,6,3,0,4,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
49,No,Inbound Helpdesk,Helpdesk Specialist,Communications,3,1,4,4,1,Divorced,2967,2,No,Non-Travel,4,17,2,0,2,0,0,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
45,No,Inbound Helpdesk,Technical Support Lead,Information Technology,3,7,2,3,3,Divorced,3056,3,Yes,Non-Travel,3,24,3,0,4,0,0,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
39,No,Customer Success,Technical Support Lead,Information Technology,4,8,1,4,3,Single,3018,2,No,Non-Travel,3,20,5,2,3,1,2,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
34,No,Customer Success,Technical Support Lead,Information Technology,3,10,3,1,3,Married,3435,4,No,Non-Travel,3,23,4,9,10,5,3,5,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
49,Yes,Inbound Helpdesk,Technical Support Lead,General Studies,4,12,2,3,2,Divorced,3587,2,Yes,Non-Travel,3,17,5,7,11,7,3,7,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
48,No,Customer Success,Technical Support Lead,Information Technology,2,18,4,3,3,Single,3105,2,No,Non-Travel,3,18,5,2,5,1,0,2,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
47,No,Customer Success,Escalation Agent,Communications,3,7,3,3,2,Single,3059,5,No,Non-Travel,3,11,2,2,6,0,2,1,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
50,No,Tier 2 Support,Technical Support Lead,General Studies,5,13,3,3,1,Married,3032,1,Yes,Non-Travel,3,14,3,1,5,1,0,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
50,Yes,Customer Success,Technical Support Lead,General Studies,3,2,4,4,3,Married,2882,6,Yes,Non-Travel,3,25,3,0,3,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
41,No,Tier 2 Support,Escalation Agent,General Studies,4,19,1,3,3,Single,2823,0,Yes,Non-Travel,3,19,4,1,2,0,0,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
29,Yes,Tier 2 Support,Technical Support Lead,Communications,1,3,2,2,2,Single,3108,3,No,Non-Travel,3,17,3,0,4,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
38,No,Inbound Helpdesk,Helpdesk Specialist,Communications,3,20,2,3,3,Married,3131,4,Yes,Non-Travel,3,21,2,6,8,2,6,1,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
23,No,Tier 2 Support,Helpdesk Specialist,Communications,5,1,3,3,3,Married,2803,4,Yes,Non-Travel,3,25,1,0,0,0,0,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
27,No,Inbound Helpdesk,Technical Support Lead,Information Technology,5,1,4,3,4,Single,2845,5,Yes,Non-Travel,3,15,4,2,2,1,1,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
39,No,Inbound Helpdesk,Helpdesk Specialist,General Studies,5,7,3,2,3,Divorced,2873,3,No,Non-Travel,3,13,2,0,3,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
31,Yes,Inbound Helpdesk,Technical Support Lead,Communications,3,2,4,3,1,Single,3242,1,No,Non-Travel,3,21,3,0,5,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
33,No,Tier 2 Support,Technical Support Lead,Information Technology,3,13,3,2,1,Married,2794,4,Yes,Non-Travel,3,25,1,1,1,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
37,No,Tier 2 Support,Escalation Agent,Communications,2,5,2,3,3,Married,3082,2,No,Non-Travel,3,22,2,7,7,4,1,7,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
31,No,Inbound Helpdesk,Helpdesk Specialist,Communications,3,29,3,3,2,Divorced,3125,0,Yes,Non-Travel,3,24,3,0,7,0,0,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
33,Yes,Inbound Helpdesk,Technical Support Lead,Communications,3,2,2,3,2,Divorced,3039,2,Yes,Non-Travel,4,12,5,1,4,1,1,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
38,No,Tier 2 Support,Helpdesk Specialist,General Studies,3,10,2,3,2,Divorced,2894,5,No,Non-Travel,3,21,2,0,1,0,0,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
26,No,Customer Success,Technical Support Lead,Communications,2,1,3,2,4,Single,3269,1,Yes,Non-Travel,3,12,1,1,8,0,1,1,Customer Support & BPO Centers,Very limited salary growth without changing companies.
46,Yes,Customer Success,Escalation Agent,General Studies,1,45,3,2,2,Married,3239,3,No,Non-Travel,3,25,5,0,7,0,0,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
48,Yes,Tier 2 Support,Technical Support Lead,Communications,2,14,4,3,4,Single,3166,1,Yes,Non-Travel,3,22,1,2,5,2,0,1,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
45,Yes,Customer Success,Escalation Agent,Information Technology,3,3,3,2,2,Married,3318,2,No,Non-Travel,3,25,3,0,9,0,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
36,No,Tier 2 Support,Technical Support Lead,Communications,3,10,4,3,4,Divorced,3425,0,Yes,Non-Travel,3,19,2,10,10,6,1,5,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
32,Yes,Inbound Helpdesk,Technical Support Lead,General Studies,3,28,2,3,2,Married,3494,5,No,Non-Travel,3,16,5,6,13,1,1,1,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
42,No,Inbound Helpdesk,Escalation Agent,Communications,3,20,1,3,2,Married,2797,5,Yes,Non-Travel,3,17,2,1,1,0,1,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
38,No,Inbound Helpdesk,Technical Support Lead,Communications,5,1,1,2,4,Single,2919,1,No,Non-Travel,3,20,4,2,3,0,2,1,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
31,No,Tier 2 Support,Escalation Agent,Communications,2,8,2,2,4,Single,3203,2,No,Non-Travel,3,23,1,4,5,2,2,1,Customer Support & BPO Centers,Very limited salary growth without changing companies.
34,Yes,Customer Success,Escalation Agent,Communications,4,1,3,3,3,Single,3623,3,Yes,Non-Travel,3,25,1,1,16,0,1,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
32,No,Inbound Helpdesk,Technical Support Lead,Information Technology,1,1,1,4,2,Single,3664,4,Yes,Non-Travel,3,25,4,2,14,0,0,2,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
24,No,Customer Success,Technical Support Lead,Information Technology,4,7,4,4,3,Married,3225,3,No,Non-Travel,3,19,1,0,6,0,0,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
39,No,Tier 2 Support,Technical Support Lead,Communications,4,12,4,4,3,Married,3182,2,No,Non-Travel,3,24,5,0,8,0,0,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
28,Yes,Inbound Helpdesk,Escalation Agent,General Studies,3,17,4,1,2,Single,3585,4,Yes,Non-Travel,3,12,4,6,10,4,3,2,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
21,Yes,Customer Success,Technical Support Lead,Information Technology,4,5,3,3,4,Married,2876,2,No,Non-Travel,3,11,3,0,1,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
33,No,Customer Success,Technical Support Lead,Information Technology,3,1,4,2,3,Divorced,3240,1,Yes,Non-Travel,3,24,5,4,10,2,0,3,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
28,Yes,Inbound Helpdesk,Helpdesk Specialist,Communications,5,1,3,2,3,Single,3060,5,No,Non-Travel,3,17,2,3,5,0,2,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
36,Yes,Customer Success,Technical Support Lead,Information Technology,3,15,4,2,2,Single,3302,1,Yes,Non-Travel,3,19,3,5,7,0,3,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
35,No,Inbound Helpdesk,Helpdesk Specialist,Communications,3,12,2,2,3,Married,3258,0,No,Non-Travel,3,25,4,7,9,0,1,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
45,Yes,Inbound Helpdesk,Helpdesk Specialist,Information Technology,3,7,2,2,2,Single,3077,2,Yes,Non-Travel,3,13,3,1,3,0,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
43,Yes,Tier 2 Support,Helpdesk Specialist,General Studies,2,3,3,3,2,Divorced,3012,4,No,Non-Travel,3,16,4,0,2,0,0,0,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
40,No,Customer Success,Helpdesk Specialist,Information Technology,3,7,3,3,2,Divorced,3314,4,No,Non-Travel,3,11,3,7,9,3,0,2,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
41,Yes,Inbound Helpdesk,Technical Support Lead,General Studies,4,6,1,1,3,Single,3510,2,Yes,Non-Travel,4,13,4,4,10,4,1,2,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
44,Yes,Inbound Helpdesk,Helpdesk Specialist,General Studies,2,2,1,4,4,Divorced,3423,0,No,Non-Travel,4,22,4,1,12,1,1,0,Customer Support & BPO Centers,High volume of frustrated customers taking emotional toll.
38,No,Inbound Helpdesk,Helpdesk Specialist,Communications,3,10,4,4,2,Divorced,3170,3,Yes,Non-Travel,3,14,3,4,4,2,4,3,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
43,No,Inbound Helpdesk,Helpdesk Specialist,Information Technology,3,4,2,2,3,Single,3142,1,Yes,Non-Travel,3,21,5,3,6,3,2,3,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
41,No,Inbound Helpdesk,Helpdesk Specialist,Communications,3,1,3,4,1,Married,4466,1,Yes,Non-Travel,3,11,1,3,23,2,3,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
39,No,Inbound Helpdesk,Helpdesk Specialist,Communications,5,5,4,4,3,Divorced,2964,5,Yes,Non-Travel,3,22,5,0,3,0,0,0,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
36,No,Inbound Helpdesk,Escalation Agent,Communications,2,2,3,3,4,Single,3774,2,No,Non-Travel,3,12,1,11,18,3,5,3,Customer Support & BPO Centers,Fast feedback loops and helpful knowledge base tools.
36,Yes,Tier 2 Support,Escalation Agent,Information Technology,3,9,1,2,3,Divorced,3235,2,Yes,Non-Travel,3,19,1,0,10,0,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
34,Yes,Tier 2 Support,Technical Support Lead,Information Technology,3,22,1,2,1,Married,2981,4,No,Non-Travel,4,14,3,0,2,0,0,0,Customer Support & BPO Centers,Very limited salary growth without changing companies.
46,No,Tier 2 Support,Technical Support Lead,Communications,2,3,3,3,3,Divorced,3192,2,Yes,Non-Travel,3,22,3,3,6,0,0,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
36,No,Customer Success,Escalation Agent,General Studies,3,3,2,3,2,Single,3638,3,No,Non-Travel,3,16,1,6,14,6,4,4,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
38,No,Tier 2 Support,Escalation Agent,General Studies,3,6,4,4,3,Married,3075,5,No,Non-Travel,3,23,1,1,6,1,1,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
34,No,Customer Success,Helpdesk Specialist,Information Technology,3,23,1,3,3,Divorced,3776,0,Yes,Non-Travel,3,17,2,14,16,13,14,12,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
35,No,Tier 2 Support,Helpdesk Specialist,Communications,2,4,4,4,3,Married,2812,2,No,Non-Travel,3,22,4,0,0,0,0,0,Customer Support & BPO Centers,Performance bonuses for high customer satisfaction.
33,No,Customer Success,Helpdesk Specialist,General Studies,2,3,4,3,2,Married,3068,6,Yes,Non-Travel,3,13,1,0,6,0,0,0,Customer Support & BPO Centers,Supportive floor team and structured daily schedules.
36,Yes,Inbound Helpdesk,Helpdesk Specialist,Communications,4,21,3,4,2,Single,3037,1,No,Non-Travel,3,21,5,2,3,2,1,2,Customer Support & BPO Centers,Strict Average Handle Time (AHT) metrics monitor every minute.
