Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
35,Yes,Customer Success,Remote Systems Admin,Computer Science,2,0,2,3,2,Single,7965,2,Yes,Non-Travel,3,18,3,3,5,3,3,3,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
43,No,Remote Operations,Virtual Support Lead,Computer Science,2,0,4,2,2,Single,11244,5,No,Non-Travel,3,19,4,7,17,4,0,3,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
48,Yes,Customer Success,Async Project Manager,Liberal Arts,3,0,2,1,3,Single,9623,7,No,Non-Travel,3,24,5,6,14,0,1,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
39,Yes,Remote Operations,Async Project Manager,Information Systems,4,0,4,4,4,Single,6381,8,No,Non-Travel,3,23,2,0,0,0,0,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
46,Yes,Customer Success,Remote Systems Admin,Information Systems,4,0,4,1,2,Married,7275,4,No,Non-Travel,3,19,3,0,3,0,0,0,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
35,Yes,Cloud Infrastructure,Remote Systems Admin,Liberal Arts,3,0,2,3,2,Single,9645,4,No,Non-Travel,3,15,4,1,17,1,0,1,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
25,No,Remote Operations,Async Project Manager,Liberal Arts,3,0,2,2,3,Divorced,7822,7,No,Non-Travel,3,18,4,0,6,0,0,0,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
36,Yes,Cloud Infrastructure,Async Project Manager,Liberal Arts,3,0,3,3,3,Married,6731,3,No,Non-Travel,3,22,4,1,1,0,1,1,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
49,No,Cloud Infrastructure,Remote Systems Admin,Computer Science,3,0,3,3,4,Single,7542,2,No,Non-Travel,3,23,4,2,3,2,2,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
46,No,Remote Operations,Virtual Support Lead,Computer Science,4,0,3,3,2,Married,7911,5,No,Non-Travel,4,25,3,4,7,4,0,2,Remote-First Distributed Teams,High autonomy to structure deep work around life.
47,Yes,Cloud Infrastructure,Remote Systems Admin,Liberal Arts,5,0,3,4,1,Divorced,7945,5,Yes,Non-Travel,3,16,1,2,6,1,1,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
34,No,Cloud Infrastructure,Async Project Manager,Information Systems,3,0,3,4,2,Married,8191,1,No,Non-Travel,3,25,1,1,6,0,0,1,Remote-First Distributed Teams,High autonomy to structure deep work around life.
40,No,Customer Success,Virtual Support Lead,Computer Science,3,0,3,3,2,Married,8709,6,Yes,Non-Travel,4,12,2,11,11,8,0,6,Remote-First Distributed Teams,High autonomy to structure deep work around life.
34,Yes,Remote Operations,Virtual Support Lead,Information Systems,2,0,1,4,2,Single,9601,2,Yes,Non-Travel,3,25,4,1,11,1,1,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
51,Yes,Remote Operations,Async Project Manager,Information Systems,5,0,2,3,2,Married,9173,1,No,Non-Travel,3,11,2,2,12,0,0,2,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
23,No,Cloud Infrastructure,Virtual Support Lead,Liberal Arts,4,0,3,4,2,Divorced,7358,4,Yes,Non-Travel,3,17,2,3,5,0,1,1,Remote-First Distributed Teams,High autonomy to structure deep work around life.
37,Yes,Cloud Infrastructure,Remote Systems Admin,Information Systems,3,0,3,3,2,Divorced,7165,1,Yes,Non-Travel,3,15,3,0,4,0,0,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
47,Yes,Customer Success,Async Project Manager,Liberal Arts,1,0,3,4,3,Single,10449,5,No,Non-Travel,4,22,1,2,14,2,0,0,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
52,No,Cloud Infrastructure,Virtual Support Lead,Information Systems,3,0,3,2,2,Single,9128,2,No,Non-Travel,3,22,4,0,12,0,0,0,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
47,No,Customer Success,Remote Systems Admin,Information Systems,4,0,1,3,2,Single,8250,2,No,Non-Travel,3,21,4,5,7,2,1,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
27,No,Customer Success,Virtual Support Lead,Liberal Arts,4,0,1,4,3,Single,8219,4,No,Non-Travel,4,11,3,1,6,0,1,0,Remote-First Distributed Teams,High autonomy to structure deep work around life.
39,Yes,Cloud Infrastructure,Virtual Support Lead,Liberal Arts,1,0,2,4,4,Single,7493,3,No,Non-Travel,3,19,2,1,6,0,1,1,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
37,No,Remote Operations,Async Project Manager,Information Systems,5,0,3,3,3,Divorced,6574,1,Yes,Non-Travel,4,17,4,0,0,0,0,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
34,No,Customer Success,Virtual Support Lead,Computer Science,3,0,4,4,1,Married,7646,3,No,Non-Travel,3,22,3,2,7,0,2,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
49,Yes,Cloud Infrastructure,Async Project Manager,Computer Science,3,0,2,3,2,Married,7830,4,No,Non-Travel,3,11,1,3,5,2,1,2,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
36,Yes,Customer Success,Remote Systems Admin,Computer Science,4,0,1,3,2,Single,8339,3,Yes,Non-Travel,3,23,3,7,10,7,5,3,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
41,Yes,Cloud Infrastructure,Virtual Support Lead,Computer Science,4,0,1,3,1,Divorced,8665,1,Yes,Non-Travel,3,22,5,8,10,3,4,2,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
25,No,Cloud Infrastructure,Virtual Support Lead,Liberal Arts,4,0,4,4,4,Single,7856,2,Yes,Non-Travel,3,11,5,5,7,5,1,4,Remote-First Distributed Teams,Zero commute saves two hours every single day.
43,No,Cloud Infrastructure,Virtual Support Lead,Computer Science,4,0,3,2,4,Single,8036,0,No,Non-Travel,3,14,5,0,7,0,0,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
37,Yes,Cloud Infrastructure,Remote Systems Admin,Computer Science,3,0,3,1,2,Married,7047,2,No,Non-Travel,3,21,5,0,2,0,0,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
42,No,Cloud Infrastructure,Async Project Manager,Computer Science,4,0,3,2,3,Married,8562,2,No,Non-Travel,4,22,3,8,10,2,0,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
32,Yes,Cloud Infrastructure,Async Project Manager,Liberal Arts,4,0,2,2,3,Married,8965,4,Yes,Non-Travel,3,24,4,3,13,2,0,2,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
40,No,Customer Success,Remote Systems Admin,Information Systems,5,0,3,1,3,Divorced,6991,7,No,Non-Travel,3,22,1,0,1,0,0,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
38,Yes,Customer Success,Virtual Support Lead,Liberal Arts,4,0,2,1,2,Single,10016,1,No,Non-Travel,4,21,1,6,13,3,2,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
37,No,Customer Success,Virtual Support Lead,Computer Science,3,0,3,3,2,Married,8203,0,No,Non-Travel,3,21,3,0,8,0,0,0,Remote-First Distributed Teams,High autonomy to structure deep work around life.
40,No,Customer Success,Async Project Manager,Computer Science,4,0,3,4,2,Single,7774,0,No,Non-Travel,3,18,2,1,5,0,1,0,Remote-First Distributed Teams,High autonomy to structure deep work around life.
21,Yes,Customer Success,Async Project Manager,Computer Science,4,0,1,1,2,Married,7219,2,No,Non-Travel,3,12,5,1,3,1,0,1,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
37,No,Remote Operations,Async Project Manager,Computer Science,4,0,2,2,4,Married,8218,2,No,Non-Travel,3,20,1,4,5,3,0,3,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
34,No,Customer Success,Virtual Support Lead,Information Systems,1,0,1,4,3,Married,6959,3,Yes,Non-Travel,3,24,2,1,1,0,1,0,Remote-First Distributed Teams,High autonomy to structure deep work around life.
39,No,Cloud Infrastructure,Virtual Support Lead,Liberal Arts,4,0,3,3,3,Divorced,7350,1,Yes,Non-Travel,3,20,2,2,4,2,2,1,Remote-First Distributed Teams,Modern asynchronous Slack and Notion workflows.
29,Yes,Customer Success,Async Project Manager,Liberal Arts,4,0,1,3,1,Married,7738,1,Yes,Non-Travel,4,14,4,2,5,2,2,0,Remote-First Distributed Teams,Timezone lag creates fragmented communication blocks.
47,No,Remote Operations,Virtual Support Lead,Information Systems,3,0,3,3,3,Divorced,9931,2,No,Non-Travel,3,17,3,3,12,2,0,1,Remote-First Distributed Teams,Zero commute saves two hours every single day.
34,No,Remote Operations,Async Project Manager,Information Systems,5,0,1,4,1,Divorced,7507,1,No,Non-Travel,4,23,1,5,5,4,0,4,Remote-First Distributed Teams,High autonomy to structure deep work around life.
39,No,Cloud Infrastructure,Async Project Manager,Liberal Arts,3,0,4,3,4,Married,8965,4,No,Non-Travel,3,15,3,7,10,5,3,3,Remote-First Distributed Teams,Modern asynchronous Slack and Notion workflows.
46,No,Remote Operations,Virtual Support Lead,Computer Science,4,0,1,3,3,Single,6899,3,No,Non-Travel,4,22,3,2,2,1,2,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
22,Yes,Cloud Infrastructure,Async Project Manager,Liberal Arts,3,0,4,3,3,Divorced,7106,2,No,Non-Travel,3,14,4,2,4,0,2,0,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
29,No,Customer Success,Remote Systems Admin,Information Systems,4,0,1,4,2,Married,7334,3,No,Non-Travel,3,23,4,1,2,0,1,1,Remote-First Distributed Teams,Zero commute saves two hours every single day.
25,Yes,Customer Success,Virtual Support Lead,Liberal Arts,5,0,3,3,1,Married,8662,5,No,Non-Travel,3,12,2,3,7,1,3,2,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
43,Yes,Customer Success,Virtual Support Lead,Information Systems,4,0,3,4,1,Single,7757,0,Yes,Non-Travel,3,21,2,4,7,2,4,2,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
47,Yes,Remote Operations,Async Project Manager,Information Systems,3,0,2,3,4,Single,10726,4,No,Non-Travel,4,16,3,10,21,6,0,3,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
21,No,Remote Operations,Remote Systems Admin,Information Systems,5,0,3,4,3,Married,6689,4,No,Non-Travel,3,16,4,0,1,0,0,0,Remote-First Distributed Teams,Modern asynchronous Slack and Notion workflows.
31,Yes,Cloud Infrastructure,Async Project Manager,Computer Science,3,0,2,3,4,Single,10001,1,Yes,Non-Travel,4,15,5,4,13,0,4,0,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
47,No,Cloud Infrastructure,Virtual Support Lead,Computer Science,2,0,2,3,3,Divorced,7442,1,No,Non-Travel,3,12,1,0,2,0,0,0,Remote-First Distributed Teams,Modern asynchronous Slack and Notion workflows.
40,No,Customer Success,Remote Systems Admin,Liberal Arts,4,0,1,4,3,Married,9451,0,No,Non-Travel,3,14,4,6,17,3,1,0,Remote-First Distributed Teams,Modern asynchronous Slack and Notion workflows.
30,No,Cloud Infrastructure,Remote Systems Admin,Information Systems,3,0,3,2,3,Divorced,8669,1,Yes,Non-Travel,3,12,4,9,12,4,2,4,Remote-First Distributed Teams,Feeling isolated and disconnected from team culture.
29,No,Customer Success,Virtual Support Lead,Computer Science,3,0,2,1,1,Married,8689,5,No,Non-Travel,4,14,3,5,11,2,2,3,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
36,Yes,Remote Operations,Remote Systems Admin,Computer Science,5,0,1,2,3,Single,10243,6,Yes,Non-Travel,3,20,2,7,13,2,7,1,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
39,Yes,Customer Success,Async Project Manager,Liberal Arts,4,0,1,2,4,Divorced,7350,3,No,Non-Travel,3,12,1,0,2,0,0,0,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
35,Yes,Remote Operations,Virtual Support Lead,Information Systems,3,0,2,2,3,Divorced,9537,1,Yes,Non-Travel,3,16,4,6,17,3,1,2,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
40,No,Cloud Infrastructure,Remote Systems Admin,Computer Science,2,0,1,2,2,Divorced,8287,2,Yes,Non-Travel,3,12,2,3,8,0,0,2,Remote-First Distributed Teams,Blurred boundaries between home life and working late.
38,No,Remote Operations,Virtual Support Lead,Liberal Arts,4,0,3,3,2,Single,6967,4,Yes,Non-Travel,3,25,1,1,2,0,1,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
44,No,Cloud Infrastructure,Remote Systems Admin,Liberal Arts,3,0,1,3,3,Married,8709,0,No,Non-Travel,3,18,1,6,10,4,3,4,Remote-First Distributed Teams,Zero commute saves two hours every single day.
32,No,Remote Operations,Remote Systems Admin,Liberal Arts,3,0,3,3,2,Single,8882,0,No,Non-Travel,4,17,1,6,13,3,3,2,Remote-First Distributed Teams,Zero commute saves two hours every single day.
30,No,Customer Success,Virtual Support Lead,Liberal Arts,4,0,3,4,2,Married,7424,2,No,Non-Travel,3,11,5,1,2,0,1,0,Remote-First Distributed Teams,Zero commute saves two hours every single day.
31,No,Customer Success,Remote Systems Admin,Computer Science,4,0,2,4,1,Single,9152,3,No,Non-Travel,3,11,3,6,11,1,4,1,Remote-First Distributed Teams,High autonomy to structure deep work around life.
