Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
34,Yes,Procurement,Fleet Coordinator,Supply Chain Management,5,16,1,3,4,Married,6643,3,No,Travel_Frequently,3,20,5,6,11,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
43,No,Procurement,Warehouse Manager,Supply Chain Management,3,16,2,3,1,Single,5976,3,No,Travel_Frequently,3,12,5,4,6,0,0,1,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
36,Yes,Procurement,Warehouse Manager,Supply Chain Management,4,5,3,4,3,Married,7288,4,No,Travel_Frequently,4,14,2,11,18,6,2,4,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
31,Yes,Distribution Hubs,Warehouse Manager,Supply Chain Management,3,1,1,2,1,Married,5908,4,No,Travel_Frequently,4,18,1,0,6,0,0,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
24,No,Procurement,Warehouse Manager,Engineering,4,3,4,3,1,Married,5618,3,Yes,Travel_Rarely,3,12,2,1,6,0,0,1,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
38,Yes,Distribution Hubs,Fleet Coordinator,Business,5,13,3,1,3,Single,6236,3,Yes,Travel_Rarely,3,23,2,7,13,7,7,6,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
42,Yes,Fleet Logistics,Fleet Coordinator,Business,3,4,2,1,4,Single,5005,2,No,Travel_Rarely,3,21,2,0,0,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
33,Yes,Fleet Logistics,Warehouse Manager,Engineering,5,1,3,2,4,Divorced,5792,4,Yes,Travel_Rarely,3,24,2,3,5,2,3,1,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
29,No,Fleet Logistics,Logistics Specialist,Engineering,3,1,2,3,4,Single,6597,2,Yes,Travel_Frequently,3,13,5,7,11,5,1,3,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
21,Yes,Procurement,Warehouse Manager,Engineering,3,7,3,3,2,Single,4848,3,Yes,Travel_Frequently,3,25,1,1,1,0,0,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
36,No,Distribution Hubs,Logistics Specialist,Supply Chain Management,2,4,2,2,3,Married,5776,2,Yes,Travel_Frequently,3,17,2,1,7,0,1,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
35,No,Fleet Logistics,Warehouse Manager,Supply Chain Management,4,2,4,3,3,Divorced,5423,1,Yes,Travel_Frequently,3,11,4,0,4,0,0,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
29,No,Procurement,Logistics Specialist,Business,5,4,3,4,4,Divorced,5997,3,Yes,Travel_Frequently,4,11,2,8,9,4,2,4,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
35,No,Procurement,Supply Planner,Engineering,3,7,2,3,3,Single,6297,2,Yes,Travel_Rarely,3,11,3,11,11,7,0,3,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
37,No,Procurement,Supply Planner,Business,4,1,2,3,3,Married,5191,3,Yes,Travel_Frequently,4,25,3,1,3,0,0,1,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
23,Yes,Distribution Hubs,Supply Planner,Engineering,4,9,4,2,2,Divorced,5194,6,No,Travel_Frequently,3,22,1,2,4,2,2,2,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
39,No,Fleet Logistics,Fleet Coordinator,Supply Chain Management,2,4,1,2,2,Married,6332,4,No,Travel_Frequently,4,19,3,0,9,0,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
37,No,Procurement,Warehouse Manager,Engineering,4,15,3,2,2,Married,5892,2,No,Travel_Frequently,3,17,4,6,6,6,0,3,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
37,Yes,Distribution Hubs,Warehouse Manager,Business,2,1,3,3,1,Married,5399,0,Yes,Travel_Rarely,4,16,3,4,6,1,1,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
38,No,Fleet Logistics,Logistics Specialist,Supply Chain Management,2,4,1,1,4,Single,5225,4,No,Travel_Frequently,3,15,1,0,3,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
37,No,Fleet Logistics,Fleet Coordinator,Supply Chain Management,5,1,3,3,3,Married,5386,2,No,Travel_Frequently,3,20,2,3,6,1,1,0,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
32,Yes,Procurement,Supply Planner,Business,4,3,1,3,3,Married,6229,1,Yes,Travel_Frequently,3,19,1,6,13,3,0,2,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
37,No,Distribution Hubs,Warehouse Manager,Engineering,3,2,4,3,2,Single,5808,2,No,Travel_Frequently,3,19,5,0,6,0,0,0,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
38,No,Distribution Hubs,Logistics Specialist,Business,3,6,4,2,1,Married,6666,2,No,Travel_Rarely,3,17,4,10,16,3,0,2,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
36,No,Distribution Hubs,Supply Planner,Business,3,2,3,2,4,Single,6750,1,Yes,Travel_Rarely,3,15,1,11,16,5,1,2,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
21,No,Distribution Hubs,Warehouse Manager,Business,3,29,3,3,2,Single,5441,1,No,Travel_Rarely,3,20,2,1,3,0,1,1,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
27,No,Distribution Hubs,Supply Planner,Engineering,5,11,4,3,1,Divorced,5462,2,No,Travel_Frequently,3,13,5,2,3,0,2,0,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
35,No,Fleet Logistics,Warehouse Manager,Business,5,15,2,2,2,Divorced,6244,2,No,Travel_Frequently,3,18,4,1,8,1,1,1,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
44,No,Fleet Logistics,Fleet Coordinator,Supply Chain Management,2,7,4,3,3,Married,4823,3,Yes,Travel_Frequently,3,24,4,1,1,0,0,1,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
45,No,Distribution Hubs,Fleet Coordinator,Supply Chain Management,4,1,3,3,3,Single,5408,2,Yes,Travel_Frequently,3,25,5,0,3,0,0,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
33,No,Fleet Logistics,Logistics Specialist,Supply Chain Management,3,1,3,2,3,Divorced,6472,4,No,Travel_Rarely,3,23,2,6,10,2,1,1,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
39,Yes,Distribution Hubs,Supply Planner,Engineering,3,3,1,3,3,Married,5651,0,Yes,Travel_Frequently,3,21,2,5,8,5,1,2,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
49,Yes,Fleet Logistics,Logistics Specialist,Supply Chain Management,3,13,2,2,2,Single,7798,6,Yes,Travel_Frequently,3,12,1,11,20,4,0,1,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
52,No,Fleet Logistics,Fleet Coordinator,Engineering,3,1,4,1,3,Divorced,5011,0,Yes,Travel_Frequently,3,13,4,0,1,0,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
21,No,Distribution Hubs,Logistics Specialist,Engineering,2,9,4,3,3,Divorced,5290,4,Yes,Travel_Rarely,3,17,5,1,3,1,1,1,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
40,No,Procurement,Fleet Coordinator,Business,2,5,3,4,4,Married,5734,3,Yes,Travel_Rarely,3,17,2,2,8,2,1,2,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
29,No,Procurement,Supply Planner,Supply Chain Management,3,4,4,3,3,Married,5301,1,Yes,Travel_Frequently,3,16,3,0,3,0,0,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
21,Yes,Procurement,Warehouse Manager,Supply Chain Management,3,1,3,2,1,Divorced,5208,1,Yes,Travel_Rarely,3,12,1,1,2,1,0,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
39,Yes,Distribution Hubs,Fleet Coordinator,Engineering,3,7,3,4,2,Divorced,5580,4,No,Travel_Rarely,3,13,5,7,8,4,7,3,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
27,Yes,Distribution Hubs,Warehouse Manager,Business,3,3,3,3,2,Married,5040,2,Yes,Travel_Frequently,3,11,2,0,0,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
36,Yes,Distribution Hubs,Logistics Specialist,Business,3,9,4,1,3,Married,6770,2,Yes,Travel_Frequently,3,20,5,4,12,3,4,1,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
30,Yes,Fleet Logistics,Logistics Specialist,Engineering,3,39,2,3,3,Single,5681,1,Yes,Travel_Frequently,3,12,5,2,5,0,0,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
28,No,Fleet Logistics,Warehouse Manager,Engineering,3,10,2,3,4,Divorced,5933,3,Yes,Travel_Rarely,4,16,4,8,10,7,1,5,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
28,Yes,Procurement,Supply Planner,Supply Chain Management,3,3,3,4,2,Single,5907,3,No,Travel_Rarely,3,21,4,5,6,3,0,2,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
37,Yes,Procurement,Fleet Coordinator,Business,3,5,3,3,4,Married,5896,3,No,Travel_Frequently,3,13,5,8,11,5,4,4,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
35,No,Distribution Hubs,Fleet Coordinator,Business,3,5,2,4,4,Married,5999,1,Yes,Travel_Rarely,3,15,3,5,9,3,2,2,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
41,Yes,Procurement,Fleet Coordinator,Engineering,1,1,4,1,3,Married,5275,1,No,Travel_Frequently,3,25,3,2,3,0,2,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
42,No,Distribution Hubs,Supply Planner,Engineering,4,3,3,1,2,Divorced,5251,3,Yes,Travel_Frequently,3,14,5,0,2,0,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
48,Yes,Distribution Hubs,Supply Planner,Supply Chain Management,4,6,1,2,2,Divorced,5378,6,Yes,Travel_Rarely,3,12,3,4,4,2,4,2,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
21,No,Fleet Logistics,Logistics Specialist,Supply Chain Management,4,1,1,4,2,Single,5437,1,Yes,Travel_Rarely,4,18,1,1,3,0,1,0,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
32,No,Procurement,Supply Planner,Business,2,7,2,3,3,Single,5695,3,Yes,Travel_Frequently,3,19,4,4,6,4,0,0,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
40,No,Procurement,Fleet Coordinator,Engineering,3,7,1,2,1,Divorced,4857,2,Yes,Travel_Frequently,3,21,5,1,1,0,0,1,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
38,No,Procurement,Fleet Coordinator,Engineering,4,1,4,3,3,Married,7183,2,No,Travel_Frequently,3,12,4,10,19,3,10,5,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
43,Yes,Distribution Hubs,Logistics Specialist,Business,4,5,3,2,3,Single,4930,2,No,Travel_Rarely,3,13,5,0,2,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
39,No,Fleet Logistics,Logistics Specialist,Supply Chain Management,2,14,3,3,2,Married,5915,4,No,Travel_Frequently,3,15,4,8,9,7,3,6,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
40,Yes,Fleet Logistics,Warehouse Manager,Business,3,10,2,1,4,Single,6052,1,Yes,Travel_Frequently,3,21,2,4,8,2,1,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
30,No,Procurement,Supply Planner,Business,5,3,4,2,3,Single,6831,1,No,Travel_Frequently,3,13,1,3,12,0,2,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
42,No,Fleet Logistics,Fleet Coordinator,Supply Chain Management,3,32,3,3,1,Divorced,5152,1,Yes,Travel_Frequently,3,21,4,2,2,1,0,0,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
28,Yes,Distribution Hubs,Supply Planner,Business,4,17,1,2,2,Single,5743,5,No,Travel_Frequently,4,21,2,1,9,0,1,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
34,No,Distribution Hubs,Fleet Coordinator,Engineering,2,4,1,3,1,Divorced,5160,2,No,Travel_Frequently,3,16,4,0,1,0,0,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
23,Yes,Distribution Hubs,Logistics Specialist,Business,4,2,3,3,2,Single,5296,5,Yes,Travel_Frequently,4,22,4,3,4,0,2,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
29,No,Procurement,Supply Planner,Supply Chain Management,5,4,1,2,4,Married,5667,2,No,Travel_Frequently,3,16,2,6,6,3,0,3,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
36,No,Procurement,Fleet Coordinator,Business,2,23,3,4,4,Divorced,4960,1,No,Travel_Frequently,3,17,2,0,2,0,0,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
33,Yes,Fleet Logistics,Logistics Specialist,Business,3,1,3,1,2,Divorced,5611,3,Yes,Travel_Frequently,4,15,3,3,4,1,1,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
42,Yes,Distribution Hubs,Fleet Coordinator,Engineering,3,12,2,4,1,Married,5384,4,No,Travel_Rarely,4,14,4,0,5,0,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
41,No,Fleet Logistics,Logistics Specialist,Engineering,3,1,4,1,2,Married,5979,3,Yes,Travel_Frequently,3,23,3,3,9,3,0,1,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
49,Yes,Fleet Logistics,Supply Planner,Engineering,5,5,3,1,2,Married,5240,1,No,Travel_Frequently,4,20,2,3,4,3,3,3,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
42,Yes,Fleet Logistics,Supply Planner,Business,3,25,3,3,3,Divorced,5725,0,Yes,Travel_Frequently,3,11,5,3,6,3,2,3,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
43,No,Procurement,Warehouse Manager,Engineering,2,1,4,2,3,Divorced,5316,2,No,Travel_Frequently,3,22,5,0,3,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
46,Yes,Procurement,Warehouse Manager,Engineering,3,5,3,4,1,Divorced,5552,2,Yes,Travel_Frequently,3,22,2,3,4,1,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
37,No,Distribution Hubs,Supply Planner,Supply Chain Management,1,1,3,3,2,Single,5450,3,Yes,Travel_Frequently,3,23,5,5,6,5,0,2,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
37,No,Procurement,Supply Planner,Business,4,5,2,3,4,Single,6286,2,No,Travel_Rarely,3,25,4,9,9,6,9,3,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
40,No,Distribution Hubs,Supply Planner,Supply Chain Management,5,2,3,3,3,Single,6112,1,Yes,Travel_Rarely,3,14,1,6,11,5,4,2,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
39,Yes,Fleet Logistics,Fleet Coordinator,Business,3,9,3,4,3,Single,5552,4,No,Travel_Frequently,4,18,5,2,4,0,1,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
39,No,Distribution Hubs,Supply Planner,Business,4,1,4,2,1,Divorced,6167,3,Yes,Travel_Rarely,3,18,5,10,11,8,1,6,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
39,Yes,Distribution Hubs,Supply Planner,Supply Chain Management,4,2,3,1,4,Single,6409,3,Yes,Travel_Rarely,3,12,2,1,13,1,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
32,Yes,Procurement,Logistics Specialist,Business,5,7,1,3,3,Married,5677,3,Yes,Travel_Frequently,3,13,5,4,5,3,2,2,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
30,No,Procurement,Logistics Specialist,Supply Chain Management,5,15,4,4,2,Married,5740,2,No,Travel_Rarely,3,21,5,4,5,0,1,1,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
23,No,Procurement,Supply Planner,Business,3,2,3,4,4,Single,4987,4,Yes,Travel_Rarely,3,24,4,2,2,0,2,0,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
35,No,Procurement,Warehouse Manager,Business,5,1,1,2,2,Single,5435,2,No,Travel_Frequently,3,13,1,3,5,2,1,3,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
32,Yes,Distribution Hubs,Warehouse Manager,Supply Chain Management,3,1,2,4,2,Divorced,6514,2,Yes,Travel_Rarely,4,16,4,5,11,3,0,4,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
38,No,Procurement,Fleet Coordinator,Engineering,2,1,3,2,2,Divorced,5458,2,No,Travel_Frequently,3,19,3,0,4,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
36,No,Fleet Logistics,Fleet Coordinator,Engineering,2,2,1,4,4,Single,5964,3,No,Travel_Frequently,3,24,1,3,6,2,3,1,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
44,No,Fleet Logistics,Fleet Coordinator,Engineering,5,18,4,3,1,Divorced,8021,0,No,Travel_Rarely,3,14,3,2,25,2,1,2,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
31,No,Fleet Logistics,Warehouse Manager,Business,2,15,3,3,2,Married,5363,4,Yes,Travel_Frequently,3,24,2,0,3,0,0,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
44,No,Distribution Hubs,Supply Planner,Engineering,4,9,3,3,1,Divorced,6102,4,Yes,Travel_Rarely,3,25,2,2,10,1,2,0,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
32,No,Procurement,Logistics Specialist,Business,5,13,2,2,3,Single,5514,1,Yes,Travel_Rarely,4,12,2,0,4,0,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
30,No,Fleet Logistics,Logistics Specialist,Supply Chain Management,4,5,3,1,2,Married,5447,5,Yes,Travel_Rarely,3,22,5,0,5,0,0,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
33,Yes,Procurement,Fleet Coordinator,Engineering,3,11,3,1,2,Single,5545,2,No,Travel_Rarely,3,24,1,1,4,0,1,0,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
39,No,Distribution Hubs,Logistics Specialist,Business,1,1,1,4,3,Single,6044,0,No,Travel_Frequently,3,18,5,7,10,2,2,3,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
42,No,Fleet Logistics,Fleet Coordinator,Business,3,3,3,4,3,Divorced,7323,5,Yes,Travel_Frequently,3,14,1,6,24,2,6,0,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
47,No,Procurement,Warehouse Manager,Business,3,9,3,1,2,Married,5348,3,No,Travel_Rarely,3,18,1,3,3,3,3,3,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
40,Yes,Fleet Logistics,Logistics Specialist,Supply Chain Management,2,6,3,4,2,Divorced,5343,5,Yes,Travel_Rarely,3,22,5,2,5,2,0,2,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
21,Yes,Fleet Logistics,Logistics Specialist,Supply Chain Management,3,3,2,2,1,Divorced,5032,5,Yes,Travel_Frequently,3,23,1,1,1,1,0,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
40,No,Fleet Logistics,Warehouse Manager,Engineering,3,1,3,1,3,Married,5008,1,No,Travel_Rarely,3,23,3,1,1,0,1,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
30,No,Procurement,Supply Planner,Supply Chain Management,3,7,4,3,3,Single,6298,2,No,Travel_Frequently,3,19,3,2,10,2,0,2,Logistics & Global Supply Chain,Solid overtime pay multipliers during peak holiday season.
34,Yes,Procurement,Fleet Coordinator,Supply Chain Management,3,4,1,3,4,Divorced,5327,1,No,Travel_Frequently,3,15,5,1,3,0,1,1,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
55,Yes,Procurement,Logistics Specialist,Engineering,4,4,4,1,1,Married,6002,4,Yes,Travel_Frequently,3,18,4,1,7,0,1,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
33,No,Fleet Logistics,Supply Planner,Engineering,4,18,2,3,1,Married,5357,4,No,Travel_Frequently,4,12,1,4,6,0,0,1,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
36,No,Procurement,Fleet Coordinator,Engineering,3,3,3,3,2,Divorced,5235,5,Yes,Travel_Frequently,3,13,2,3,3,1,2,0,Logistics & Global Supply Chain,Dynamic problem solving across global freight lanes.
39,Yes,Fleet Logistics,Supply Planner,Engineering,3,2,3,3,1,Divorced,6077,2,No,Travel_Frequently,3,24,1,9,10,2,6,0,Logistics & Global Supply Chain,Vendor delays and port backlogs create constant crises.
35,Yes,Procurement,Logistics Specialist,Supply Chain Management,2,3,2,3,4,Divorced,5734,3,Yes,Travel_Rarely,3,20,1,0,7,0,0,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
47,No,Procurement,Supply Planner,Business,5,7,2,4,2,Divorced,5432,4,No,Travel_Rarely,3,13,3,1,4,1,1,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
40,No,Fleet Logistics,Fleet Coordinator,Engineering,3,2,3,1,4,Single,6930,4,No,Travel_Rarely,3,22,1,8,13,4,1,3,Logistics & Global Supply Chain,Little recognition when supply chains run smoothly.
30,No,Fleet Logistics,Fleet Coordinator,Supply Chain Management,3,2,1,3,3,Single,5455,5,No,Travel_Rarely,3,18,2,1,4,1,1,0,Logistics & Global Supply Chain,Clear KPIs and modern tracking technologies.
48,Yes,Distribution Hubs,Supply Planner,Business,3,23,2,4,2,Single,5754,4,Yes,Travel_Rarely,3,18,5,2,7,0,1,0,Logistics & Global Supply Chain,Night shifts during holiday peaks are grueling.
