Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
44,Yes,Guest Relations,Event Manager,Communications,5,11,3,3,1,Divorced,4116,2,No,Travel_Rarely,3,15,3,1,5,1,0,1,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
53,No,Hotel Operations,Food & Beverage Director,Hospitality Management,3,15,4,3,2,Divorced,3952,3,No,Non-Travel,3,24,4,1,7,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
42,No,Guest Relations,Food & Beverage Director,Hospitality Management,5,14,3,4,3,Divorced,4218,2,Yes,Travel_Rarely,3,12,4,0,10,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
37,No,Event Management,Guest Service Lead,Business,3,21,3,4,4,Married,3698,3,Yes,Travel_Rarely,4,24,2,1,1,1,1,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
39,Yes,Guest Relations,Guest Service Lead,Hospitality Management,2,1,3,3,3,Single,4479,6,No,Travel_Rarely,3,13,2,0,11,0,0,0,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
43,Yes,Guest Relations,Event Manager,Hospitality Management,5,4,2,1,1,Divorced,4132,3,No,Travel_Rarely,3,21,3,4,8,2,1,1,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
26,No,Hotel Operations,Guest Service Lead,Hospitality Management,4,7,1,3,2,Divorced,3635,1,Yes,Non-Travel,3,22,3,2,2,0,2,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
36,No,Event Management,Food & Beverage Director,Business,3,1,3,3,3,Married,4989,2,Yes,Non-Travel,3,15,2,0,14,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
31,Yes,Hotel Operations,Guest Service Lead,Business,3,1,2,3,2,Divorced,3961,0,No,Travel_Rarely,3,11,1,4,4,3,2,3,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
28,No,Event Management,Guest Service Lead,Business,3,1,3,3,2,Single,3658,2,No,Travel_Rarely,3,18,4,0,1,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
23,No,Event Management,Event Manager,Business,3,13,3,4,3,Single,3867,2,No,Travel_Rarely,4,21,4,1,5,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
38,No,Guest Relations,Event Manager,Business,4,5,3,2,2,Single,3786,3,No,Non-Travel,3,20,4,1,5,0,1,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
39,No,Guest Relations,Food & Beverage Director,Communications,4,1,2,3,3,Divorced,3965,3,Yes,Non-Travel,3,20,5,1,5,1,1,1,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
45,Yes,Hotel Operations,Event Manager,Business,1,2,3,3,1,Married,4161,2,Yes,Non-Travel,3,13,3,5,6,4,0,4,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
48,No,Event Management,Event Manager,Hospitality Management,1,17,3,3,3,Single,4369,2,No,Travel_Rarely,3,13,4,5,7,0,1,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
28,Yes,Guest Relations,Event Manager,Communications,5,1,3,4,4,Divorced,4355,4,Yes,Travel_Rarely,3,23,4,3,9,2,3,3,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
44,No,Hotel Operations,Food & Beverage Director,Communications,2,9,1,4,2,Single,4258,4,No,Non-Travel,4,13,4,1,10,0,1,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
48,No,Hotel Operations,Food & Beverage Director,Communications,3,1,3,3,2,Divorced,4298,2,Yes,Travel_Rarely,3,21,4,3,11,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
50,No,Hotel Operations,Guest Service Lead,Hospitality Management,4,24,2,3,2,Single,4273,5,No,Non-Travel,3,11,4,7,8,5,1,4,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
29,No,Hotel Operations,Guest Service Lead,Business,5,15,4,4,4,Single,4717,2,Yes,Non-Travel,3,25,2,0,10,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
42,Yes,Hotel Operations,Event Manager,Communications,3,1,1,1,3,Single,3409,0,No,Non-Travel,3,11,3,0,1,0,0,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
34,No,Hotel Operations,Guest Service Lead,Hospitality Management,3,31,4,2,2,Married,4484,1,No,Travel_Rarely,3,17,4,14,14,7,0,7,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
42,No,Guest Relations,Food & Beverage Director,Business,3,5,3,4,4,Single,4517,3,No,Non-Travel,3,21,3,2,11,1,0,1,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
37,No,Event Management,Event Manager,Hospitality Management,4,6,2,3,4,Divorced,3865,0,No,Travel_Rarely,4,22,2,0,3,0,0,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
32,No,Hotel Operations,Guest Service Lead,Communications,3,10,2,2,3,Married,3971,4,No,Travel_Rarely,3,25,1,1,5,1,1,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
38,No,Hotel Operations,Event Manager,Hospitality Management,4,9,2,1,2,Divorced,5526,0,Yes,Travel_Rarely,3,19,2,2,17,1,0,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
42,No,Guest Relations,Event Manager,Communications,3,5,1,3,3,Married,4770,2,Yes,Travel_Rarely,3,21,2,8,14,1,2,3,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
26,No,Hotel Operations,Event Manager,Communications,2,12,1,3,3,Divorced,3513,4,Yes,Non-Travel,3,23,2,2,2,1,1,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
36,No,Hotel Operations,Food & Beverage Director,Communications,4,1,3,4,2,Divorced,4016,3,No,Travel_Rarely,3,20,5,2,8,0,2,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
39,No,Hotel Operations,Guest Service Lead,Business,4,1,4,4,3,Single,3855,7,No,Travel_Rarely,3,13,3,0,3,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
40,Yes,Guest Relations,Food & Beverage Director,Business,3,6,1,3,4,Married,4689,3,Yes,Travel_Rarely,3,14,1,13,13,9,1,5,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
44,No,Guest Relations,Food & Beverage Director,Communications,5,1,3,2,3,Married,3589,4,No,Travel_Rarely,3,16,1,1,1,0,1,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
37,No,Guest Relations,Guest Service Lead,Communications,3,3,4,2,4,Divorced,3935,6,Yes,Non-Travel,3,23,3,2,5,1,1,2,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
56,No,Hotel Operations,Guest Service Lead,Business,3,4,4,2,4,Single,3940,1,Yes,Non-Travel,3,23,4,4,6,3,3,3,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
44,No,Hotel Operations,Event Manager,Hospitality Management,4,14,1,4,2,Divorced,5279,3,No,Non-Travel,3,20,3,0,15,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
44,No,Guest Relations,Event Manager,Business,2,6,3,3,3,Married,4213,2,No,Non-Travel,3,11,1,2,8,0,0,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
31,Yes,Event Management,Guest Service Lead,Hospitality Management,4,29,4,4,4,Divorced,4594,2,Yes,Travel_Rarely,3,23,2,3,9,2,1,0,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
51,Yes,Hotel Operations,Food & Beverage Director,Hospitality Management,3,5,3,1,3,Married,3767,3,Yes,Non-Travel,3,17,4,4,4,1,0,1,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
34,No,Event Management,Guest Service Lead,Hospitality Management,3,1,1,2,2,Divorced,4073,1,No,Non-Travel,3,24,3,9,9,2,5,1,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
26,No,Event Management,Food & Beverage Director,Business,3,15,3,3,3,Single,4418,5,No,Travel_Rarely,3,19,4,6,8,5,1,4,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
34,No,Event Management,Food & Beverage Director,Hospitality Management,2,4,2,3,4,Divorced,3784,3,No,Non-Travel,4,21,5,2,3,1,1,2,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
35,No,Hotel Operations,Food & Beverage Director,Business,2,2,3,4,4,Married,4423,0,Yes,Travel_Rarely,3,21,2,6,10,2,2,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
31,No,Guest Relations,Guest Service Lead,Hospitality Management,1,8,3,3,3,Divorced,4098,3,No,Non-Travel,3,17,3,2,7,2,0,2,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
28,No,Event Management,Food & Beverage Director,Business,4,3,1,3,4,Single,4527,3,Yes,Non-Travel,4,21,1,6,8,0,3,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
38,No,Guest Relations,Food & Beverage Director,Hospitality Management,4,10,2,1,3,Married,4561,3,No,Travel_Rarely,3,15,5,4,9,2,4,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
39,Yes,Event Management,Guest Service Lead,Hospitality Management,4,19,3,2,1,Married,3587,1,Yes,Non-Travel,3,19,3,0,3,0,0,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
58,Yes,Hotel Operations,Guest Service Lead,Hospitality Management,3,4,2,3,2,Divorced,3620,3,Yes,Travel_Rarely,3,11,3,3,3,3,1,2,Hospitality & Resort Tourism,Working every single weekend and public holiday.
41,No,Guest Relations,Guest Service Lead,Hospitality Management,2,3,4,4,4,Married,3883,1,Yes,Non-Travel,3,14,4,4,4,2,0,1,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
21,No,Guest Relations,Food & Beverage Director,Communications,2,2,4,3,4,Married,3570,3,Yes,Non-Travel,4,24,3,0,3,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
44,No,Event Management,Food & Beverage Director,Business,2,16,3,1,3,Divorced,3315,3,Yes,Non-Travel,3,13,5,0,0,0,0,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
32,No,Hotel Operations,Event Manager,Communications,1,4,3,1,3,Single,4812,1,Yes,Non-Travel,4,11,2,4,14,1,1,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
35,Yes,Event Management,Event Manager,Business,4,11,3,3,3,Married,5172,1,Yes,Travel_Rarely,4,17,4,10,17,1,1,3,Hospitality & Resort Tourism,Working every single weekend and public holiday.
38,Yes,Event Management,Guest Service Lead,Business,3,6,1,3,1,Single,4287,1,Yes,Travel_Rarely,3,18,1,2,6,0,2,2,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
38,No,Hotel Operations,Guest Service Lead,Business,3,5,3,4,3,Married,3808,1,No,Travel_Rarely,4,18,5,1,3,0,1,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
33,No,Hotel Operations,Event Manager,Communications,2,22,4,4,3,Divorced,4210,3,Yes,Travel_Rarely,3,15,5,0,6,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
39,No,Hotel Operations,Guest Service Lead,Business,5,1,4,2,1,Married,3482,3,No,Non-Travel,3,12,3,1,1,0,1,1,Hospitality & Resort Tourism,Working every single weekend and public holiday.
35,No,Hotel Operations,Food & Beverage Director,Communications,3,8,3,3,1,Single,3615,4,Yes,Travel_Rarely,3,22,4,3,3,3,0,3,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
36,Yes,Guest Relations,Event Manager,Hospitality Management,4,9,3,1,3,Divorced,3469,3,No,Non-Travel,3,11,5,0,0,0,0,0,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
42,No,Guest Relations,Event Manager,Business,5,1,4,2,1,Divorced,4227,1,No,Travel_Rarely,3,23,1,2,9,2,0,2,Hospitality & Resort Tourism,Working every single weekend and public holiday.
29,Yes,Hotel Operations,Event Manager,Communications,3,13,1,3,2,Single,3765,6,Yes,Non-Travel,3,14,3,2,3,0,2,1,Hospitality & Resort Tourism,Working every single weekend and public holiday.
43,No,Event Management,Event Manager,Communications,3,7,3,4,3,Single,4862,2,No,Travel_Rarely,3,25,4,1,13,0,1,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
47,No,Hotel Operations,Event Manager,Business,3,5,4,3,2,Divorced,3820,6,No,Travel_Rarely,3,14,3,0,2,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
51,Yes,Guest Relations,Food & Beverage Director,Business,4,2,2,4,1,Divorced,4098,2,No,Travel_Rarely,3,21,4,2,7,2,1,1,Hospitality & Resort Tourism,Working every single weekend and public holiday.
44,No,Event Management,Guest Service Lead,Business,3,7,2,4,4,Married,4055,6,Yes,Travel_Rarely,3,16,1,5,5,0,0,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
42,No,Event Management,Guest Service Lead,Hospitality Management,4,1,3,3,1,Single,4007,5,Yes,Non-Travel,3,14,1,2,8,0,2,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
34,No,Hotel Operations,Guest Service Lead,Communications,3,1,2,3,3,Divorced,3854,3,Yes,Travel_Rarely,3,17,2,1,3,1,1,1,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
39,No,Hotel Operations,Event Manager,Business,3,2,3,1,3,Divorced,4218,0,Yes,Non-Travel,3,14,2,6,6,1,6,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
25,Yes,Event Management,Guest Service Lead,Communications,4,36,1,4,4,Divorced,4104,2,Yes,Travel_Rarely,3,11,4,3,7,3,0,2,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
27,Yes,Event Management,Event Manager,Communications,3,2,2,4,2,Single,3757,1,Yes,Non-Travel,3,19,4,2,5,2,2,2,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
38,No,Event Management,Event Manager,Hospitality Management,1,1,2,4,4,Divorced,4898,1,No,Travel_Rarely,3,20,5,2,15,0,0,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
45,Yes,Event Management,Guest Service Lead,Business,4,3,4,3,3,Single,3662,2,Yes,Non-Travel,4,19,3,0,1,0,0,0,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
46,Yes,Hotel Operations,Guest Service Lead,Hospitality Management,4,1,3,4,4,Divorced,3995,2,Yes,Non-Travel,3,22,5,6,8,1,6,1,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
31,Yes,Event Management,Food & Beverage Director,Communications,2,9,1,3,4,Single,4172,1,No,Non-Travel,3,19,1,1,5,0,0,0,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
23,No,Event Management,Event Manager,Business,3,4,2,2,4,Divorced,3856,1,No,Travel_Rarely,3,13,4,3,5,0,0,1,Hospitality & Resort Tourism,Working every single weekend and public holiday.
29,No,Hotel Operations,Guest Service Lead,Hospitality Management,4,2,3,2,2,Single,4651,1,Yes,Non-Travel,3,13,1,2,11,2,2,2,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
42,No,Hotel Operations,Guest Service Lead,Business,3,8,1,3,2,Divorced,3835,2,No,Travel_Rarely,3,24,4,0,2,0,0,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
44,No,Event Management,Food & Beverage Director,Communications,3,1,4,4,3,Divorced,5118,3,Yes,Non-Travel,4,11,4,1,16,1,1,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
42,No,Guest Relations,Guest Service Lead,Communications,2,5,3,4,2,Married,4178,0,No,Travel_Rarely,3,22,3,5,6,1,0,3,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
51,Yes,Guest Relations,Food & Beverage Director,Hospitality Management,4,1,3,2,3,Single,4745,3,No,Travel_Rarely,3,18,1,4,15,1,4,0,Hospitality & Resort Tourism,High physical demands standing for full 10-hour shifts.
37,No,Hotel Operations,Event Manager,Business,4,1,3,3,2,Divorced,3811,3,Yes,Non-Travel,3,12,3,0,4,0,0,0,Hospitality & Resort Tourism,"Lively, customer-facing teamwork and event energy."
31,No,Event Management,Event Manager,Communications,3,1,2,3,3,Single,3530,2,No,Non-Travel,3,17,4,1,2,0,0,1,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
31,No,Event Management,Food & Beverage Director,Business,4,3,3,3,3,Single,3392,2,No,Travel_Rarely,4,19,3,0,0,0,0,0,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
31,No,Guest Relations,Guest Service Lead,Communications,4,2,3,3,1,Single,3824,6,No,Travel_Rarely,4,11,4,4,6,1,1,0,Hospitality & Resort Tourism,Discounts across global hotel and restaurant chains.
32,Yes,Event Management,Food & Beverage Director,Hospitality Management,3,1,3,3,3,Divorced,3724,1,No,Non-Travel,3,19,3,2,2,2,0,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
43,Yes,Guest Relations,Guest Service Lead,Business,4,11,3,1,2,Single,4449,5,No,Non-Travel,4,12,3,5,10,3,1,1,Hospitality & Resort Tourism,Seasonal off-peak wage downturns create instability.
45,No,Hotel Operations,Event Manager,Hospitality Management,4,1,3,1,2,Married,3629,3,No,Travel_Rarely,3,17,1,1,1,0,0,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
39,No,Guest Relations,Event Manager,Hospitality Management,3,5,2,4,3,Divorced,4414,3,No,Non-Travel,3,17,3,3,10,3,3,1,Hospitality & Resort Tourism,Dynamic resort setting and diverse international guests.
33,Yes,Hotel Operations,Guest Service Lead,Hospitality Management,4,1,3,3,1,Single,4163,1,Yes,Non-Travel,3,22,1,3,6,0,0,0,Hospitality & Resort Tourism,Working every single weekend and public holiday.
