Age,Attrition,Department,JobRole,EducationField,Education,DistanceFromHome,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,BusinessTravel,PerformanceRating,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,TotalWorkingYears,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Industry,EmployeeFeedback
45,No,Store Operations,Store Supervisor,Marketing,1,1,1,3,3,Married,3404,2,No,Non-Travel,3,18,1,4,8,4,4,3,Retail & Consumer Operations,Good staff discounts and customer interactions.
22,Yes,Merchandising,Store Supervisor,High School,2,4,1,3,1,Divorced,2927,3,Yes,Non-Travel,3,18,5,1,1,0,1,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
28,No,Customer Experience,Merchandiser,Marketing,2,2,3,3,2,Married,3033,3,Yes,Non-Travel,3,15,3,3,4,3,3,3,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
25,No,Merchandising,Store Supervisor,High School,2,5,1,4,2,Married,3050,4,Yes,Non-Travel,3,20,4,1,4,0,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
43,Yes,Merchandising,Merchandiser,Marketing,3,3,4,1,2,Divorced,3869,1,No,Non-Travel,3,18,5,7,13,3,6,2,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
24,Yes,Customer Experience,Customer Lead,Business,4,2,1,4,2,Married,3088,2,No,Non-Travel,3,23,5,2,6,0,1,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
37,Yes,Merchandising,Merchandiser,Other,4,1,2,2,2,Married,3337,2,No,Non-Travel,3,16,3,10,10,7,2,4,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
34,Yes,Customer Experience,Customer Lead,Business,3,6,2,4,3,Divorced,3810,5,No,Non-Travel,3,12,1,5,12,3,0,1,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
34,No,Merchandising,Merchandiser,Other,4,1,3,2,3,Married,2968,4,Yes,Non-Travel,4,22,5,2,3,1,0,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
37,Yes,Customer Experience,Merchandiser,Other,4,2,3,4,2,Single,3905,5,Yes,Non-Travel,3,13,3,3,16,3,0,2,Retail & Consumer Operations,High customer friction with little management backing.
42,No,Customer Experience,Customer Lead,Other,3,3,3,2,3,Married,2993,1,No,Non-Travel,3,18,3,0,1,0,0,0,Retail & Consumer Operations,High customer friction with little management backing.
42,No,Store Operations,Inventory Specialist,High School,3,13,3,4,1,Divorced,3261,1,No,Non-Travel,3,15,5,2,5,0,0,1,Retail & Consumer Operations,Good staff discounts and customer interactions.
42,No,Store Operations,Customer Lead,High School,4,4,3,3,4,Single,3120,6,No,Non-Travel,3,19,5,1,7,0,0,0,Retail & Consumer Operations,Clear entry-level progression to shift lead.
30,Yes,Merchandising,Store Supervisor,High School,3,1,4,1,4,Married,3215,2,No,Non-Travel,4,11,2,4,5,0,3,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
33,No,Merchandising,Inventory Specialist,Marketing,5,1,3,3,1,Single,3596,4,No,Non-Travel,4,16,1,3,10,2,2,1,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
41,No,Customer Experience,Merchandiser,Business,1,1,2,2,3,Single,3745,2,Yes,Non-Travel,3,13,4,9,12,4,8,1,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
35,Yes,Customer Experience,Customer Lead,High School,3,8,3,1,2,Divorced,2978,0,No,Non-Travel,3,24,5,2,4,1,0,1,Retail & Consumer Operations,High customer friction with little management backing.
48,No,Store Operations,Store Supervisor,Business,3,22,3,4,3,Single,3745,1,No,Non-Travel,3,21,3,0,11,0,0,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
37,No,Store Operations,Customer Lead,Other,5,1,3,3,1,Single,3200,4,No,Non-Travel,3,18,1,0,4,0,0,0,Retail & Consumer Operations,Clear entry-level progression to shift lead.
35,No,Customer Experience,Inventory Specialist,High School,2,9,4,2,4,Single,2999,0,No,Non-Travel,3,17,4,3,4,2,3,0,Retail & Consumer Operations,High customer friction with little management backing.
41,No,Store Operations,Merchandiser,Business,3,8,2,1,4,Married,3147,5,Yes,Non-Travel,3,13,2,0,4,0,0,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
51,No,Merchandising,Customer Lead,Other,4,19,3,3,4,Divorced,3154,4,No,Non-Travel,3,16,3,0,5,0,0,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
33,Yes,Store Operations,Customer Lead,Other,5,1,4,2,3,Divorced,3265,2,No,Non-Travel,3,19,1,4,6,3,0,1,Retail & Consumer Operations,High customer friction with little management backing.
28,Yes,Customer Experience,Inventory Specialist,High School,2,11,2,3,3,Single,3240,4,No,Non-Travel,3,17,1,3,5,0,0,1,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
30,Yes,Merchandising,Merchandiser,Marketing,4,2,3,2,4,Divorced,3736,3,Yes,Non-Travel,3,25,1,3,12,3,3,3,Retail & Consumer Operations,High customer friction with little management backing.
47,No,Customer Experience,Customer Lead,Other,5,1,3,2,4,Married,4478,3,No,Non-Travel,3,23,3,6,22,0,1,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
45,No,Customer Experience,Inventory Specialist,Other,4,2,4,2,4,Divorced,3552,2,No,Non-Travel,3,13,3,6,10,1,1,3,Retail & Consumer Operations,High customer friction with little management backing.
51,No,Customer Experience,Customer Lead,Business,3,27,3,2,3,Divorced,2783,2,No,Non-Travel,3,18,3,0,0,0,0,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
42,No,Store Operations,Store Supervisor,High School,3,9,1,1,2,Single,3705,3,Yes,Non-Travel,3,12,2,16,16,7,1,3,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
48,No,Merchandising,Merchandiser,Business,4,5,2,2,1,Single,2925,0,No,Non-Travel,3,18,1,2,2,2,0,1,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
32,No,Store Operations,Customer Lead,High School,3,8,3,3,2,Divorced,3942,0,Yes,Non-Travel,3,24,5,8,14,6,0,3,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
50,No,Store Operations,Customer Lead,High School,5,1,3,4,3,Married,3800,1,Yes,Non-Travel,3,14,2,7,13,0,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
34,No,Merchandising,Inventory Specialist,Other,4,1,2,4,3,Single,3427,3,Yes,Non-Travel,3,14,1,5,11,1,2,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
33,Yes,Store Operations,Store Supervisor,High School,5,10,4,1,2,Single,3615,3,No,Non-Travel,4,11,1,2,9,0,2,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
41,No,Customer Experience,Store Supervisor,Marketing,3,1,1,4,1,Divorced,2981,3,No,Non-Travel,3,22,4,0,1,0,0,0,Retail & Consumer Operations,Good staff discounts and customer interactions.
43,Yes,Store Operations,Merchandiser,Other,2,5,3,2,2,Married,2899,6,No,Non-Travel,3,20,5,1,1,1,1,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
33,Yes,Merchandising,Inventory Specialist,Other,5,11,2,4,4,Divorced,3028,0,Yes,Non-Travel,3,17,2,2,2,2,2,1,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
47,No,Merchandising,Merchandiser,High School,4,3,3,3,3,Single,4443,5,Yes,Non-Travel,3,15,3,9,19,6,0,4,Retail & Consumer Operations,Good staff discounts and customer interactions.
37,No,Merchandising,Customer Lead,High School,3,10,4,3,3,Married,2902,4,Yes,Non-Travel,4,13,2,0,1,0,0,0,Retail & Consumer Operations,Clear entry-level progression to shift lead.
31,No,Customer Experience,Customer Lead,Other,2,1,3,3,2,Divorced,3220,5,No,Non-Travel,3,22,5,0,8,0,0,0,Retail & Consumer Operations,Good staff discounts and customer interactions.
38,No,Customer Experience,Store Supervisor,High School,3,8,1,4,3,Married,3178,1,Yes,Non-Travel,3,19,4,2,6,0,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
25,No,Store Operations,Customer Lead,High School,3,6,3,4,1,Married,2990,1,Yes,Non-Travel,3,20,1,0,1,0,0,0,Retail & Consumer Operations,Clear entry-level progression to shift lead.
36,No,Store Operations,Customer Lead,High School,5,8,2,2,2,Divorced,3630,4,No,Non-Travel,3,22,2,1,9,1,0,1,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
48,Yes,Store Operations,Customer Lead,High School,3,1,2,4,1,Single,2948,2,No,Non-Travel,4,24,3,1,3,1,1,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
21,Yes,Merchandising,Merchandiser,High School,5,20,1,1,3,Single,3113,2,No,Non-Travel,4,11,2,1,3,1,1,1,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
38,No,Customer Experience,Store Supervisor,Other,4,10,3,3,4,Married,3005,1,No,Non-Travel,4,16,4,0,2,0,0,0,Retail & Consumer Operations,Good staff discounts and customer interactions.
31,No,Customer Experience,Merchandiser,High School,3,22,3,3,3,Single,3080,3,No,Non-Travel,3,15,5,1,2,0,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
23,Yes,Merchandising,Inventory Specialist,High School,3,6,2,3,2,Single,2946,2,Yes,Non-Travel,4,15,5,3,4,0,3,0,Retail & Consumer Operations,High customer friction with little management backing.
48,Yes,Customer Experience,Store Supervisor,High School,3,13,3,4,3,Single,2797,1,Yes,Non-Travel,3,18,2,0,1,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
46,Yes,Merchandising,Customer Lead,Business,4,1,3,4,4,Single,3089,1,No,Non-Travel,4,13,2,0,4,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
43,No,Store Operations,Customer Lead,Business,3,11,2,1,1,Divorced,3453,2,No,Non-Travel,4,15,2,2,10,1,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
50,Yes,Merchandising,Customer Lead,Marketing,4,2,3,4,2,Divorced,2977,2,Yes,Non-Travel,3,21,5,0,1,0,0,0,Retail & Consumer Operations,High customer friction with little management backing.
43,No,Customer Experience,Store Supervisor,High School,3,2,3,4,3,Married,3206,1,No,Non-Travel,3,14,2,5,5,1,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
37,Yes,Store Operations,Merchandiser,Marketing,3,1,3,2,3,Single,3660,1,No,Non-Travel,3,11,2,6,10,3,1,3,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
40,Yes,Customer Experience,Inventory Specialist,Other,2,16,3,2,4,Single,3958,1,No,Non-Travel,3,23,5,6,21,3,2,3,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
34,No,Merchandising,Store Supervisor,High School,2,4,4,4,1,Divorced,2713,2,No,Non-Travel,3,23,3,0,0,0,0,0,Retail & Consumer Operations,Good staff discounts and customer interactions.
40,No,Store Operations,Merchandiser,Business,2,3,2,2,1,Single,3958,4,No,Non-Travel,3,21,5,4,16,1,3,1,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
36,No,Customer Experience,Customer Lead,High School,3,6,2,3,3,Married,3413,1,No,Non-Travel,3,12,3,5,8,2,2,1,Retail & Consumer Operations,Good staff discounts and customer interactions.
34,No,Customer Experience,Inventory Specialist,Other,3,21,2,2,1,Single,3315,4,No,Non-Travel,3,23,5,2,5,0,2,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
34,No,Customer Experience,Inventory Specialist,Other,4,4,3,2,2,Single,2947,3,No,Non-Travel,3,16,5,2,2,1,0,2,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
50,No,Store Operations,Store Supervisor,Marketing,2,1,4,4,3,Single,3947,2,No,Non-Travel,4,24,4,0,14,0,0,0,Retail & Consumer Operations,Clear entry-level progression to shift lead.
36,No,Merchandising,Store Supervisor,Marketing,3,5,3,4,3,Married,3413,1,No,Non-Travel,3,13,1,4,7,3,1,2,Retail & Consumer Operations,Clear entry-level progression to shift lead.
21,Yes,Store Operations,Store Supervisor,Marketing,2,1,2,1,1,Married,2941,3,No,Non-Travel,3,16,3,1,2,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
32,Yes,Merchandising,Store Supervisor,Marketing,2,6,2,4,4,Divorced,2819,3,No,Non-Travel,3,13,5,1,1,1,0,1,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
31,Yes,Merchandising,Customer Lead,High School,5,23,4,4,3,Single,3492,0,Yes,Non-Travel,3,22,4,4,8,0,4,1,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
43,No,Store Operations,Merchandiser,Business,3,1,4,2,4,Divorced,2822,1,No,Non-Travel,3,21,4,0,1,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
26,No,Customer Experience,Inventory Specialist,Marketing,3,6,4,3,3,Divorced,3200,2,No,Non-Travel,4,16,2,2,8,2,2,0,Retail & Consumer Operations,Good staff discounts and customer interactions.
26,No,Merchandising,Store Supervisor,Marketing,1,1,3,3,3,Divorced,3220,4,Yes,Non-Travel,3,14,1,4,8,3,2,2,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
27,No,Customer Experience,Store Supervisor,Business,3,2,4,3,4,Married,3275,3,No,Non-Travel,4,13,1,1,5,1,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
38,Yes,Customer Experience,Inventory Specialist,Marketing,2,15,3,2,2,Single,2875,2,Yes,Non-Travel,3,21,4,0,0,0,0,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
44,Yes,Customer Experience,Customer Lead,Other,4,12,3,3,3,Divorced,3324,1,Yes,Non-Travel,3,18,4,0,8,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
31,Yes,Customer Experience,Store Supervisor,High School,4,45,4,1,1,Married,3259,0,No,Non-Travel,3,16,1,3,5,0,0,0,Retail & Consumer Operations,High customer friction with little management backing.
51,Yes,Customer Experience,Customer Lead,Business,3,5,1,1,3,Divorced,4225,3,Yes,Non-Travel,3,11,2,1,18,1,0,1,Retail & Consumer Operations,High customer friction with little management backing.
46,No,Store Operations,Store Supervisor,Business,4,6,3,4,3,Divorced,3359,3,No,Non-Travel,3,14,1,1,6,0,1,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
36,No,Customer Experience,Inventory Specialist,Other,4,9,4,3,3,Married,3767,4,Yes,Non-Travel,3,12,3,2,13,2,1,1,Retail & Consumer Operations,Good staff discounts and customer interactions.
48,Yes,Store Operations,Customer Lead,Business,4,4,4,2,3,Married,3772,1,No,Non-Travel,3,20,2,6,17,2,0,1,Retail & Consumer Operations,High customer friction with little management backing.
31,No,Merchandising,Customer Lead,High School,5,1,4,3,2,Divorced,3303,4,No,Non-Travel,3,18,3,0,5,0,0,0,Retail & Consumer Operations,Clear entry-level progression to shift lead.
42,No,Store Operations,Inventory Specialist,Other,4,8,2,3,4,Divorced,2999,3,No,Non-Travel,3,21,2,1,1,1,0,0,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
32,Yes,Merchandising,Merchandiser,Marketing,4,8,2,2,3,Married,2847,4,Yes,Non-Travel,3,25,1,0,2,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
39,Yes,Customer Experience,Inventory Specialist,Business,4,17,4,2,3,Married,3286,4,Yes,Non-Travel,3,23,3,6,9,6,0,6,Retail & Consumer Operations,High customer friction with little management backing.
42,Yes,Customer Experience,Inventory Specialist,High School,1,8,3,3,3,Single,3892,3,No,Non-Travel,3,14,2,14,20,11,2,6,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
30,No,Store Operations,Inventory Specialist,Other,5,27,4,3,4,Single,3543,3,No,Non-Travel,3,21,4,10,10,4,2,4,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
39,No,Merchandising,Customer Lead,High School,3,19,2,3,4,Single,2851,4,No,Non-Travel,4,21,4,0,1,0,0,0,Retail & Consumer Operations,Good staff discounts and customer interactions.
41,No,Customer Experience,Inventory Specialist,Other,2,7,1,3,4,Married,4230,4,No,Non-Travel,3,23,4,15,18,5,2,3,Retail & Consumer Operations,Clear entry-level progression to shift lead.
25,Yes,Customer Experience,Store Supervisor,Business,3,2,1,1,2,Divorced,3298,2,No,Non-Travel,3,20,1,4,6,2,2,0,Retail & Consumer Operations,Irregular shift scheduling makes second jobs impossible.
38,No,Merchandising,Merchandiser,Marketing,3,16,2,4,3,Single,3246,2,Yes,Non-Travel,3,11,1,5,7,3,1,1,Retail & Consumer Operations,Clear entry-level progression to shift lead.
39,Yes,Customer Experience,Inventory Specialist,Marketing,3,31,4,3,4,Married,3185,1,Yes,Non-Travel,3,16,2,3,7,0,0,2,Retail & Consumer Operations,High customer friction with little management backing.
35,Yes,Customer Experience,Merchandiser,Other,1,4,4,2,2,Divorced,2907,3,No,Non-Travel,3,13,3,0,2,0,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
39,No,Store Operations,Customer Lead,Marketing,3,2,4,3,3,Married,3369,3,Yes,Non-Travel,3,25,5,8,10,5,0,4,Retail & Consumer Operations,Good staff discounts and customer interactions.
29,No,Customer Experience,Store Supervisor,Business,3,10,3,3,3,Single,3326,3,Yes,Non-Travel,3,23,2,3,7,2,0,3,Retail & Consumer Operations,Friendly store team and flexible day shift scheduling.
38,Yes,Store Operations,Store Supervisor,Business,2,26,2,4,4,Married,3245,2,No,Non-Travel,3,25,5,2,9,2,0,2,Retail & Consumer Operations,High customer friction with little management backing.
38,No,Merchandising,Inventory Specialist,Business,3,3,3,1,2,Married,3237,1,No,Non-Travel,3,21,5,2,5,1,0,0,Retail & Consumer Operations,Hourly wage is barely keeping up with cost of living.
